ID,knob_simd,knob_compute_units,knob_xyz_loop,knob_entryid_loop,knob_entryid_num_wi,knob_hardcode_size,knob_cache_voxels,knob_xyz_loop_flat,knob_xyz_unroll,knob_entryid_unroll,knob_voxel_unroll,knob_voxel_out_unroll,knob_depth_local,knob_branch_pos,knob_unused,,time_cpu,verif,error,fit
../benchmarks/depth_fusion64,1,1,0,0,64,0,1,0,2,1,1,1,0,0,0,,38.836,P,N,Y
../benchmarks/depth_fusion65,1,1,0,0,64,0,1,0,2,1,1,1,0,0,1,,41.0428,P,N,Y
../benchmarks/depth_fusion66,1,1,0,0,64,0,1,0,2,1,1,1,0,1,0,,49.212,P,N,Y
../benchmarks/depth_fusion67,1,1,0,0,64,0,1,0,2,1,1,1,0,1,1,,49.3059,P,N,Y
../benchmarks/depth_fusion68,1,1,0,0,64,0,1,0,2,1,1,2,0,0,0,,41.6308,P,N,Y
../benchmarks/depth_fusion69,1,1,0,0,64,0,1,0,2,1,1,2,0,0,1,,47.7382,P,N,Y
../benchmarks/depth_fusion70,1,1,0,0,64,0,1,0,2,1,1,2,0,1,0,,48.6496,P,N,Y
../benchmarks/depth_fusion71,1,1,0,0,64,0,1,0,2,1,1,2,0,1,1,,49.3302,P,N,Y
../benchmarks/depth_fusion72,1,1,0,0,64,0,1,0,2,1,2,1,0,0,0,,41.2071,P,N,Y
../benchmarks/depth_fusion73,1,1,0,0,64,0,1,0,2,1,2,1,0,0,1,,47.6117,P,N,Y
../benchmarks/depth_fusion74,1,1,0,0,64,0,1,0,2,1,2,1,0,1,0,,49.1591,P,N,Y
../benchmarks/depth_fusion75,1,1,0,0,64,0,1,0,2,1,2,1,0,1,1,,49.1847,P,N,Y
../benchmarks/depth_fusion76,1,1,0,0,64,0,1,0,2,1,2,2,0,0,0,,41.6404,P,N,Y
../benchmarks/depth_fusion77,1,1,0,0,64,0,1,0,2,1,2,2,0,0,1,,47.1415,P,N,Y
../benchmarks/depth_fusion78,1,1,0,0,64,0,1,0,2,1,2,2,0,1,0,,49.1174,P,N,Y
../benchmarks/depth_fusion79,1,1,0,0,64,0,1,0,2,1,2,2,0,1,1,,48.6082,P,N,Y
../benchmarks/depth_fusion80,1,1,0,0,64,0,1,0,2,2,1,1,0,0,0,,40.2667,P,N,Y
../benchmarks/depth_fusion81,1,1,0,0,64,0,1,0,2,2,1,1,0,0,1,,41.6221,P,N,Y
../benchmarks/depth_fusion82,1,1,0,0,64,0,1,0,2,2,1,1,0,1,0,,49.3142,P,N,Y
../benchmarks/depth_fusion83,1,1,0,0,64,0,1,0,2,2,1,1,0,1,1,,49.3617,P,N,Y
../benchmarks/depth_fusion84,1,1,0,0,64,0,1,0,2,2,1,2,0,0,0,,41.3034,P,N,Y
../benchmarks/depth_fusion85,1,1,0,0,64,0,1,0,2,2,1,2,0,0,1,,47.66,P,N,Y
../benchmarks/depth_fusion86,1,1,0,0,64,0,1,0,2,2,1,2,0,1,0,,49.2368,P,N,Y
../benchmarks/depth_fusion87,1,1,0,0,64,0,1,0,2,2,1,2,0,1,1,,49.1572,P,N,Y
../benchmarks/depth_fusion88,1,1,0,0,64,0,1,0,2,2,2,1,0,0,0,,41.7393,P,N,Y
../benchmarks/depth_fusion89,1,1,0,0,64,0,1,0,2,2,2,1,0,0,1,,47.321,P,N,Y
../benchmarks/depth_fusion90,1,1,0,0,64,0,1,0,2,2,2,1,0,1,0,,49.079,P,N,Y
../benchmarks/depth_fusion91,1,1,0,0,64,0,1,0,2,2,2,1,0,1,1,,49.0562,P,N,Y
../benchmarks/depth_fusion92,1,1,0,0,64,0,1,0,2,2,2,2,0,0,0,,41.6629,P,N,Y
../benchmarks/depth_fusion93,1,1,0,0,64,0,1,0,2,2,2,2,0,0,1,,47.6355,P,N,Y
../benchmarks/depth_fusion94,1,1,0,0,64,0,1,0,2,2,2,2,0,1,0,,48.9393,P,N,Y
../benchmarks/depth_fusion95,1,1,0,0,64,0,1,0,2,2,2,2,0,1,1,,48.5067,P,N,Y
../benchmarks/depth_fusion96,1,1,0,0,64,0,1,1,1,1,1,1,0,0,0,,37.1998,P,N,Y
../benchmarks/depth_fusion97,1,1,0,0,64,0,1,1,1,1,1,1,0,0,1,,49.0521,P,N,Y
../benchmarks/depth_fusion98,1,1,0,0,64,0,1,1,1,1,1,1,0,1,0,,36.4214,P,N,Y
../benchmarks/depth_fusion99,1,1,0,0,64,0,1,1,1,1,1,1,0,1,1,,36.5903,P,N,Y
../benchmarks/depth_fusion100,1,1,0,0,64,0,1,1,1,1,1,2,0,0,0,,48.7276,P,N,Y
../benchmarks/depth_fusion101,1,1,0,0,64,0,1,1,1,1,1,2,0,0,1,,48.3505,P,N,Y
../benchmarks/depth_fusion102,1,1,0,0,64,0,1,1,1,1,1,2,0,1,0,,49.6534,P,N,Y
../benchmarks/depth_fusion103,1,1,0,0,64,0,1,1,1,1,1,2,0,1,1,,49.9186,P,N,Y
../benchmarks/depth_fusion104,1,1,0,0,64,0,1,1,1,1,2,1,0,0,0,,48.768,P,N,Y
../benchmarks/depth_fusion105,1,1,0,0,64,0,1,1,1,1,2,1,0,0,1,,48.5759,P,N,Y
../benchmarks/depth_fusion106,1,1,0,0,64,0,1,1,1,1,2,1,0,1,0,,49.7485,P,N,Y
../benchmarks/depth_fusion107,1,1,0,0,64,0,1,1,1,1,2,1,0,1,1,,49.9798,P,N,Y
../benchmarks/depth_fusion108,1,1,0,0,64,0,1,1,1,1,2,2,0,0,0,,48.6867,P,N,Y
../benchmarks/depth_fusion109,1,1,0,0,64,0,1,1,1,1,2,2,0,0,1,,48.8582,P,N,Y
../benchmarks/depth_fusion110,1,1,0,0,64,0,1,1,1,1,2,2,0,1,0,,36.4084,P,N,Y
../benchmarks/depth_fusion111,1,1,0,0,64,0,1,1,1,1,2,2,0,1,1,,35.994,P,N,Y
../benchmarks/depth_fusion112,1,1,0,0,64,0,1,1,1,2,1,1,0,0,0,,36.8369,P,N,Y
../benchmarks/depth_fusion113,1,1,0,0,64,0,1,1,1,2,1,1,0,0,1,,49.0847,P,N,Y
../benchmarks/depth_fusion114,1,1,0,0,64,0,1,1,1,2,1,1,0,1,0,,36.1457,P,N,Y
../benchmarks/depth_fusion115,1,1,0,0,64,0,1,1,1,2,1,1,0,1,1,,36.6758,P,N,Y
../benchmarks/depth_fusion116,1,1,0,0,64,0,1,1,1,2,1,2,0,0,0,,48.6527,P,N,Y
../benchmarks/depth_fusion117,1,1,0,0,64,0,1,1,1,2,1,2,0,0,1,,48.743,P,N,Y
../benchmarks/depth_fusion118,1,1,0,0,64,0,1,1,1,2,1,2,0,1,0,,49.7782,P,N,Y
../benchmarks/depth_fusion119,1,1,0,0,64,0,1,1,1,2,1,2,0,1,1,,49.9604,P,N,Y
../benchmarks/depth_fusion120,1,1,0,0,64,0,1,1,1,2,2,1,0,0,0,,48.613,P,N,Y
../benchmarks/depth_fusion121,1,1,0,0,64,0,1,1,1,2,2,1,0,0,1,,48.289,P,N,Y
../benchmarks/depth_fusion122,1,1,0,0,64,0,1,1,1,2,2,1,0,1,0,,49.5326,P,N,Y
../benchmarks/depth_fusion123,1,1,0,0,64,0,1,1,1,2,2,1,0,1,1,,49.9219,P,N,Y
../benchmarks/depth_fusion124,1,1,0,0,64,0,1,1,1,2,2,2,0,0,0,,48.8046,P,N,Y
../benchmarks/depth_fusion125,1,1,0,0,64,0,1,1,1,2,2,2,0,0,1,,48.4216,P,N,Y
../benchmarks/depth_fusion126,1,1,0,0,64,0,1,1,1,2,2,2,0,1,0,,36.4453,P,N,Y
../benchmarks/depth_fusion127,1,1,0,0,64,0,1,1,1,2,2,2,0,1,1,,36.1611,P,N,Y
../benchmarks/depth_fusion128,1,1,0,0,64,0,1,1,2,1,1,1,0,0,0,,34.9957,P,N,Y
../benchmarks/depth_fusion129,1,1,0,0,64,0,1,1,2,1,1,1,0,0,1,,35.0929,P,N,Y
../benchmarks/depth_fusion130,1,1,0,0,64,0,1,1,2,1,1,1,0,1,0,,49.1479,P,N,Y
../benchmarks/depth_fusion131,1,1,0,0,64,0,1,1,2,1,1,1,0,1,1,,48.8801,P,N,Y
../benchmarks/depth_fusion132,1,1,0,0,64,0,1,1,2,1,1,2,0,0,0,,36.3052,P,N,Y
../benchmarks/depth_fusion133,1,1,0,0,64,0,1,1,2,1,1,2,0,0,1,,34.092,P,N,Y
../benchmarks/depth_fusion134,1,1,0,0,64,0,1,1,2,1,1,2,0,1,0,,49.2023,P,N,Y
../benchmarks/depth_fusion135,1,1,0,0,64,0,1,1,2,1,1,2,0,1,1,,49.1525,P,N,Y
../benchmarks/depth_fusion136,1,1,0,0,64,0,1,1,2,1,2,1,0,0,0,,48.6332,P,N,Y
../benchmarks/depth_fusion137,1,1,0,0,64,0,1,1,2,1,2,1,0,0,1,,38.4932,P,N,Y
../benchmarks/depth_fusion138,1,1,0,0,64,0,1,1,2,1,2,1,0,1,0,,49.1632,P,N,Y
../benchmarks/depth_fusion139,1,1,0,0,64,0,1,1,2,1,2,1,0,1,1,,48.6437,P,N,Y
../benchmarks/depth_fusion140,1,1,0,0,64,0,1,1,2,1,2,2,0,0,0,,34.9924,P,N,Y
../benchmarks/depth_fusion141,1,1,0,0,64,0,1,1,2,1,2,2,0,0,1,,34.5335,P,N,Y
../benchmarks/depth_fusion142,1,1,0,0,64,0,1,1,2,1,2,2,0,1,0,,49.2894,P,N,Y
../benchmarks/depth_fusion143,1,1,0,0,64,0,1,1,2,1,2,2,0,1,1,,48.7593,P,N,Y
../benchmarks/depth_fusion144,1,1,0,0,64,0,1,1,2,2,1,1,0,0,0,,35.6883,P,N,Y
../benchmarks/depth_fusion145,1,1,0,0,64,0,1,1,2,2,1,1,0,0,1,,34.8893,P,N,Y
../benchmarks/depth_fusion146,1,1,0,0,64,0,1,1,2,2,1,1,0,1,0,,48.9378,P,N,Y
../benchmarks/depth_fusion147,1,1,0,0,64,0,1,1,2,2,1,1,0,1,1,,48.9998,P,N,Y
../benchmarks/depth_fusion148,1,1,0,0,64,0,1,1,2,2,1,2,0,0,0,,35.6879,P,N,Y
../benchmarks/depth_fusion149,1,1,0,0,64,0,1,1,2,2,1,2,0,0,1,,34.1836,P,N,Y
../benchmarks/depth_fusion150,1,1,0,0,64,0,1,1,2,2,1,2,0,1,0,,49.3973,P,N,Y
../benchmarks/depth_fusion151,1,1,0,0,64,0,1,1,2,2,1,2,0,1,1,,49.3281,P,N,Y
../benchmarks/depth_fusion152,1,1,0,0,64,0,1,1,2,2,2,1,0,0,0,,49.3328,P,N,Y
../benchmarks/depth_fusion153,1,1,0,0,64,0,1,1,2,2,2,1,0,0,1,,38.3366,P,N,Y
../benchmarks/depth_fusion154,1,1,0,0,64,0,1,1,2,2,2,1,0,1,0,,48.7837,P,N,Y
../benchmarks/depth_fusion155,1,1,0,0,64,0,1,1,2,2,2,1,0,1,1,,48.6464,P,N,Y
../benchmarks/depth_fusion156,1,1,0,0,64,0,1,1,2,2,2,2,0,0,0,,34.7044,P,N,Y
../benchmarks/depth_fusion157,1,1,0,0,64,0,1,1,2,2,2,2,0,0,1,,34.9128,P,N,Y
../benchmarks/depth_fusion158,1,1,0,0,64,0,1,1,2,2,2,2,0,1,0,,49.5432,P,N,Y
../benchmarks/depth_fusion159,1,1,0,0,64,0,1,1,2,2,2,2,0,1,1,,48.8671,P,N,Y
../benchmarks/depth_fusion160,1,1,0,0,64,0,2,0,1,1,1,1,0,0,0,,27.3043,P,N,Y
../benchmarks/depth_fusion161,1,1,0,0,64,0,2,0,1,1,1,1,0,0,1,,28.7099,P,N,Y
../benchmarks/depth_fusion162,1,1,0,0,64,0,2,0,1,1,1,1,0,1,0,,42.4341,P,N,Y
../benchmarks/depth_fusion163,1,1,0,0,64,0,2,0,1,1,1,1,0,1,1,,42.8705,P,N,Y
../benchmarks/depth_fusion164,1,1,0,0,64,0,2,0,1,1,1,2,0,0,0,,28.5918,P,N,Y
../benchmarks/depth_fusion165,1,1,0,0,64,0,2,0,1,1,1,2,0,0,1,,28.5516,P,N,Y
../benchmarks/depth_fusion166,1,1,0,0,64,0,2,0,1,1,1,2,0,1,0,,42.3511,P,N,Y
../benchmarks/depth_fusion167,1,1,0,0,64,0,2,0,1,1,1,2,0,1,1,,42.5428,P,N,Y
../benchmarks/depth_fusion168,1,1,0,0,64,0,2,0,1,1,2,1,0,0,0,,28.7196,P,N,Y
../benchmarks/depth_fusion169,1,1,0,0,64,0,2,0,1,1,2,1,0,0,1,,28.4245,P,N,Y
../benchmarks/depth_fusion170,1,1,0,0,64,0,2,0,1,1,2,1,0,1,0,,42.5916,P,N,Y
../benchmarks/depth_fusion171,1,1,0,0,64,0,2,0,1,1,2,1,0,1,1,,43.5664,P,N,Y
../benchmarks/depth_fusion172,1,1,0,0,64,0,2,0,1,1,2,2,0,0,0,,27.1832,P,N,Y
../benchmarks/depth_fusion173,1,1,0,0,64,0,2,0,1,1,2,2,0,0,1,,27.0354,P,N,Y
../benchmarks/depth_fusion174,1,1,0,0,64,0,2,0,1,1,2,2,0,1,0,,42.2362,P,N,Y
../benchmarks/depth_fusion175,1,1,0,0,64,0,2,0,1,1,2,2,0,1,1,,42.4026,P,N,Y
../benchmarks/depth_fusion176,1,1,0,0,64,0,2,0,1,2,1,1,0,0,0,,27.2117,P,N,Y
../benchmarks/depth_fusion177,1,1,0,0,64,0,2,0,1,2,1,1,0,0,1,,28.6324,P,N,Y
../benchmarks/depth_fusion178,1,1,0,0,64,0,2,0,1,2,1,1,0,1,0,,42.5184,P,N,Y
../benchmarks/depth_fusion179,1,1,0,0,64,0,2,0,1,2,1,1,0,1,1,,42.4443,P,N,Y
../benchmarks/depth_fusion180,1,1,0,0,64,0,2,0,1,2,1,2,0,0,0,,28.5947,P,N,Y
../benchmarks/depth_fusion181,1,1,0,0,64,0,2,0,1,2,1,2,0,0,1,,28.4173,P,N,Y
../benchmarks/depth_fusion182,1,1,0,0,64,0,2,0,1,2,1,2,0,1,0,,42.9118,P,N,Y
../benchmarks/depth_fusion183,1,1,0,0,64,0,2,0,1,2,1,2,0,1,1,,42.4478,P,N,Y
../benchmarks/depth_fusion184,1,1,0,0,64,0,2,0,1,2,2,1,0,0,0,,28.8536,P,N,Y
../benchmarks/depth_fusion185,1,1,0,0,64,0,2,0,1,2,2,1,0,0,1,,28.5435,P,N,Y
../benchmarks/depth_fusion186,1,1,0,0,64,0,2,0,1,2,2,1,0,1,0,,42.513,P,N,Y
../benchmarks/depth_fusion187,1,1,0,0,64,0,2,0,1,2,2,1,0,1,1,,42.4146,P,N,Y
../benchmarks/depth_fusion188,1,1,0,0,64,0,2,0,1,2,2,2,0,0,0,,26.9945,P,N,Y
../benchmarks/depth_fusion189,1,1,0,0,64,0,2,0,1,2,2,2,0,0,1,,27.2286,P,N,Y
../benchmarks/depth_fusion190,1,1,0,0,64,0,2,0,1,2,2,2,0,1,0,,42.1787,P,N,Y
../benchmarks/depth_fusion191,1,1,0,0,64,0,2,0,1,2,2,2,0,1,1,,42.161,P,N,Y
../benchmarks/depth_fusion192,1,1,0,0,64,0,2,0,2,1,1,1,0,0,0,,43.7677,P,N,Y
../benchmarks/depth_fusion193,1,1,0,0,64,0,2,0,2,1,1,1,0,0,1,,49.3368,P,N,Y
../benchmarks/depth_fusion194,1,1,0,0,64,0,2,0,2,1,1,1,0,1,0,,50.5854,P,N,Y
../benchmarks/depth_fusion195,1,1,0,0,64,0,2,0,2,1,1,1,0,1,1,,50.5813,P,N,Y
../benchmarks/depth_fusion196,1,1,0,0,64,0,2,0,2,1,1,2,0,0,0,,43.654,P,N,Y
../benchmarks/depth_fusion197,1,1,0,0,64,0,2,0,2,1,1,2,0,0,1,,49.3167,P,N,Y
../benchmarks/depth_fusion198,1,1,0,0,64,0,2,0,2,1,1,2,0,1,0,,50.065,P,N,Y
../benchmarks/depth_fusion199,1,1,0,0,64,0,2,0,2,1,1,2,0,1,1,,49.9106,P,N,Y
../benchmarks/depth_fusion200,1,1,0,0,64,0,2,0,2,1,2,1,0,0,0,,42.6108,P,N,Y
../benchmarks/depth_fusion201,1,1,0,0,64,0,2,0,2,1,2,1,0,0,1,,48.5867,P,N,Y
../benchmarks/depth_fusion202,1,1,0,0,64,0,2,0,2,1,2,1,0,1,0,,49.9657,P,N,Y
../benchmarks/depth_fusion203,1,1,0,0,64,0,2,0,2,1,2,1,0,1,1,,50.2601,P,N,Y
../benchmarks/depth_fusion204,1,1,0,0,64,0,2,0,2,1,2,2,0,0,0,,43.6611,P,N,Y
../benchmarks/depth_fusion205,1,1,0,0,64,0,2,0,2,1,2,2,0,0,1,,49.1908,P,N,Y
../benchmarks/depth_fusion206,1,1,0,0,64,0,2,0,2,1,2,2,0,1,0,,50.0863,P,N,Y
../benchmarks/depth_fusion207,1,1,0,0,64,0,2,0,2,1,2,2,0,1,1,,50.0142,P,N,Y
../benchmarks/depth_fusion208,1,1,0,0,64,0,2,0,2,2,1,1,0,0,0,,44.0572,P,N,Y
../benchmarks/depth_fusion209,1,1,0,0,64,0,2,0,2,2,1,1,0,0,1,,49.701,P,N,Y
../benchmarks/depth_fusion210,1,1,0,0,64,0,2,0,2,2,1,1,0,1,0,,50.0719,P,N,Y
../benchmarks/depth_fusion211,1,1,0,0,64,0,2,0,2,2,1,1,0,1,1,,50.3825,P,N,Y
../benchmarks/depth_fusion212,1,1,0,0,64,0,2,0,2,2,1,2,0,0,0,,43.614,P,N,Y
../benchmarks/depth_fusion213,1,1,0,0,64,0,2,0,2,2,1,2,0,0,1,,49.2549,P,N,Y
../benchmarks/depth_fusion214,1,1,0,0,64,0,2,0,2,2,1,2,0,1,0,,50.1246,P,N,Y
../benchmarks/depth_fusion215,1,1,0,0,64,0,2,0,2,2,1,2,0,1,1,,50.116,P,N,Y
../benchmarks/depth_fusion216,1,1,0,0,64,0,2,0,2,2,2,1,0,0,0,,42.8619,P,N,Y
../benchmarks/depth_fusion217,1,1,0,0,64,0,2,0,2,2,2,1,0,0,1,,48.6213,P,N,Y
../benchmarks/depth_fusion218,1,1,0,0,64,0,2,0,2,2,2,1,0,1,0,,50.4454,P,N,Y
../benchmarks/depth_fusion219,1,1,0,0,64,0,2,0,2,2,2,1,0,1,1,,50.3861,P,N,Y
../benchmarks/depth_fusion220,1,1,0,0,64,0,2,0,2,2,2,2,0,0,0,,43.8022,P,N,Y
../benchmarks/depth_fusion221,1,1,0,0,64,0,2,0,2,2,2,2,0,0,1,,49.1262,P,N,Y
../benchmarks/depth_fusion222,1,1,0,0,64,0,2,0,2,2,2,2,0,1,0,,50.042,P,N,Y
../benchmarks/depth_fusion223,1,1,0,0,64,0,2,0,2,2,2,2,0,1,1,,49.9814,P,N,Y
../benchmarks/depth_fusion224,1,1,0,0,64,0,2,1,1,1,1,1,0,0,0,,49.8467,P,N,Y
../benchmarks/depth_fusion225,1,1,0,0,64,0,2,1,1,1,1,1,0,0,1,,49.8105,P,N,Y
../benchmarks/depth_fusion226,1,1,0,0,64,0,2,1,1,1,1,1,0,1,0,,50.8129,P,N,Y
../benchmarks/depth_fusion227,1,1,0,0,64,0,2,1,1,1,1,1,0,1,1,,51.0603,P,N,Y
../benchmarks/depth_fusion228,1,1,0,0,64,0,2,1,1,1,1,2,0,0,0,,49.8262,P,N,Y
../benchmarks/depth_fusion229,1,1,0,0,64,0,2,1,1,1,1,2,0,0,1,,49.2991,P,N,Y
../benchmarks/depth_fusion230,1,1,0,0,64,0,2,1,1,1,1,2,0,1,0,,50.5621,P,N,Y
../benchmarks/depth_fusion231,1,1,0,0,64,0,2,1,1,1,1,2,0,1,1,,50.4947,P,N,Y
../benchmarks/depth_fusion232,1,1,0,0,64,0,2,1,1,1,2,1,0,0,0,,37.9803,P,N,Y
