ID,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,estim_throughput_0,logic,mem,ram,dsp,fmax,fit
../benchmarks/raycasting96,0,1,0,0,0,0,0,0,41,19,30,21,5.72205e-05,72984,4338384,584,53,243.84,Y
../benchmarks/raycasting97,0,1,0,0,0,0,0,1,41,20,32,24,5.72205e-05,72384,4744016,609,61,244.08,Y
../benchmarks/raycasting98,0,1,0,0,0,0,0,2,43,20,33,30,5.72205e-05,75499,5107352,637,78,260.07,Y
../benchmarks/raycasting99,0,1,0,0,0,0,1,0,36,17,24,23,0.234375,71693,3742514,516,59,304.41,Y
../benchmarks/raycasting100,0,1,0,0,0,0,1,1,36,17,25,26,0.234375,70977,3860018,527,67,281.45,Y
../benchmarks/raycasting101,0,1,0,0,0,0,1,2,37,18,26,33,0.234375,74133,3986970,546,84,292.05,Y
../benchmarks/raycasting102,0,1,0,0,0,1,0,0,40,19,30,20,5.72205e-05,72677,4337552,582,51,236.96,Y
../benchmarks/raycasting103,0,1,0,0,0,1,0,1,41,19,32,22,5.72205e-05,72030,4743184,607,57,256.6,Y
../benchmarks/raycasting104,0,1,0,0,0,1,0,2,42,20,32,29,5.72205e-05,75112,5107708,636,74,262.53,Y
../benchmarks/raycasting105,0,1,0,0,0,1,1,0,36,17,24,22,0.234375,71660,3737394,515,57,298.59,Y
../benchmarks/raycasting106,0,1,0,0,0,1,1,1,35,17,25,25,0.234375,70395,3854898,526,63,292.99,Y
../benchmarks/raycasting107,0,1,0,0,0,1,1,2,37,17,25,31,0.234375,73803,3981850,545,80,284.33,Y
../benchmarks/raycasting108,0,1,0,0,1,0,0,0,41,19,31,21,5.72205e-05,72952,4619920,596,53,256.41,Y
../benchmarks/raycasting109,0,1,0,0,1,0,0,1,41,20,32,24,5.72205e-05,72462,5025552,621,61,242.65,Y
../benchmarks/raycasting110,0,1,0,0,1,0,0,2,43,20,33,30,5.72205e-05,75591,5388888,649,78,262.26,Y
../benchmarks/raycasting111,0,1,0,0,1,0,1,0,36,17,24,23,0.234375,71768,4024861,530,59,302.02,Y
../benchmarks/raycasting112,0,1,0,0,1,0,1,1,36,17,25,26,0.234375,70997,4142365,541,67,277.93,Y
../benchmarks/raycasting113,0,1,0,0,1,0,1,2,38,18,26,33,0.234375,74210,4269317,560,84,282.16,Y
../benchmarks/raycasting114,0,1,0,0,1,1,0,0,41,19,30,20,5.72205e-05,72806,4619920,596,51,250.31,Y
../benchmarks/raycasting115,0,1,0,0,1,1,0,1,41,19,32,22,5.72205e-05,72153,5025552,621,57,256.08,Y
../benchmarks/raycasting116,0,1,0,0,1,1,0,2,43,20,32,29,5.72205e-05,75248,5390076,650,74,248.57,Y
../benchmarks/raycasting117,0,1,0,0,1,1,1,0,36,17,24,22,0.234375,71698,4019762,529,57,297.61,Y
../benchmarks/raycasting118,0,1,0,0,1,1,1,1,36,17,25,25,0.234375,70529,4137266,540,63,297.35,Y
../benchmarks/raycasting119,0,1,0,0,1,1,1,2,37,17,26,31,0.234375,73852,4264218,559,80,271.81,Y
../benchmarks/raycasting120,0,1,0,1,0,0,0,0,44,21,37,21,5.72205e-05,75623,6902224,724,53,260.07,Y
../benchmarks/raycasting121,0,1,0,1,0,0,0,1,45,21,39,24,5.72205e-05,75020,7281232,749,61,248.26,Y
../benchmarks/raycasting122,0,1,0,1,0,0,0,2,47,22,39,30,5.72205e-05,78187,7644568,777,78,219.25,Y
../benchmarks/raycasting123,0,1,0,1,0,0,1,0,39,18,29,23,0.234375,73291,5607218,624,59,290.27,Y
../benchmarks/raycasting124,0,1,0,1,0,0,1,1,39,18,30,26,0.234375,72355,5698098,635,67,285.14,Y
../benchmarks/raycasting125,0,1,0,1,0,0,1,2,41,19,31,33,0.234375,75499,5825050,654,84,289.43,Y
../benchmarks/raycasting126,0,1,0,1,0,1,0,0,44,21,37,20,5.72205e-05,75342,6900624,723,51,255.23,Y
../benchmarks/raycasting127,0,1,0,1,0,1,0,1,45,21,39,22,5.72205e-05,74676,7279632,748,57,265.81,Y
../benchmarks/raycasting128,0,1,0,1,0,1,0,2,46,22,39,29,5.72205e-05,77894,7644156,777,74,254.77,Y
../benchmarks/raycasting129,0,1,0,1,0,1,1,0,39,18,29,22,0.234375,72863,5596978,623,57,289.43,Y
../benchmarks/raycasting130,0,1,0,1,0,1,1,1,39,18,30,25,0.234375,71895,5687858,634,63,277.7,Y
../benchmarks/raycasting131,0,1,0,1,0,1,1,2,40,19,31,31,0.234375,75156,5814810,653,80,278.62,Y
../benchmarks/raycasting132,0,1,0,1,1,0,0,0,44,21,37,21,5.72205e-05,75678,7182992,737,53,246.24,Y
../benchmarks/raycasting133,0,1,0,1,1,0,0,1,45,21,39,24,5.72205e-05,75098,7562000,762,61,245.39,Y
../benchmarks/raycasting134,0,1,0,1,1,0,0,2,47,22,40,30,5.72205e-05,78306,7925336,790,78,258.66,Y
../benchmarks/raycasting135,0,1,0,1,1,0,1,0,39,18,30,23,0.234375,73410,5889586,638,59,272.62,Y
../benchmarks/raycasting136,0,1,0,1,1,0,1,1,40,18,31,26,0.234375,72473,5980466,649,67,275.33,Y
../benchmarks/raycasting137,0,1,0,1,1,0,1,2,41,19,31,33,0.234375,75577,6107418,668,84,261.09,Y
../benchmarks/raycasting138,0,1,0,1,1,1,0,0,44,21,37,20,5.72205e-05,75445,7182992,737,51,252.01,Y
../benchmarks/raycasting139,0,1,0,1,1,1,0,1,45,21,39,22,5.72205e-05,74871,7562000,762,57,253.1,Y
../benchmarks/raycasting140,0,1,0,1,1,1,0,2,47,22,39,29,5.72205e-05,77919,7926524,791,74,253.93,Y
../benchmarks/raycasting141,0,1,0,1,1,1,1,0,39,18,30,22,0.234375,72947,5879346,637,57,283.52,Y
../benchmarks/raycasting142,0,1,0,1,1,1,1,1,39,18,30,25,0.234375,72026,5970226,648,63,275.55,Y
../benchmarks/raycasting143,0,1,0,1,1,1,1,2,41,19,31,31,0.234375,75156,6097178,667,80,294.2,Y
../benchmarks/raycasting144,0,1,1,0,0,0,0,0,43,20,34,21,5.72205e-05,75540,4847660,647,53,226.24,Y
../benchmarks/raycasting145,0,1,1,0,0,0,0,1,44,21,36,24,5.72205e-05,74915,5253292,672,61,247.27,Y
../benchmarks/raycasting146,0,1,1,0,0,0,0,2,46,22,36,30,5.72205e-05,78060,5616628,700,78,240.9,Y
../benchmarks/raycasting147,0,1,1,0,0,0,1,0,39,18,27,23,0.234375,74806,4320026,575,59,278.16,Y
../benchmarks/raycasting148,0,1,1,0,0,0,1,1,39,19,28,26,0.234375,74029,4437530,586,67,273.67,Y
../benchmarks/raycasting149,0,1,1,0,0,0,1,2,41,19,29,33,0.234375,77123,4564482,605,84,286.2,Y
../benchmarks/raycasting150,0,1,1,0,0,1,0,0,43,20,34,20,5.72205e-05,75324,4847660,646,51,241.54,Y
../benchmarks/raycasting151,0,1,1,0,0,1,0,1,44,21,36,22,5.72205e-05,74670,5253292,671,57,245.7,Y
../benchmarks/raycasting152,0,1,1,0,0,1,0,2,45,22,36,29,5.72205e-05,77725,5617816,700,74,259.39,Y
../benchmarks/raycasting153,0,1,1,0,0,1,1,0,39,18,27,22,0.234375,74577,4314906,574,57,269.46,Y
../benchmarks/raycasting154,0,1,1,0,0,1,1,1,39,18,28,25,0.234375,73691,4432410,585,63,276.54,Y
../benchmarks/raycasting155,0,1,1,0,0,1,1,2,41,19,29,31,0.234375,76709,4559362,604,80,288.43,Y
../benchmarks/raycasting156,0,1,1,0,1,0,0,0,42,20,33,21,5.72205e-05,75174,4700012,634,53,237.3,Y
../benchmarks/raycasting157,0,1,1,0,1,0,0,1,43,20,34,24,5.72205e-05,74569,5105644,659,61,254.84,Y
../benchmarks/raycasting158,0,1,1,0,1,0,0,2,44,21,35,30,5.72205e-05,77769,5468980,687,78,241.25,Y
../benchmarks/raycasting159,0,1,1,0,1,0,1,0,38,18,26,23,0.234375,74418,4170245,558,59,282.88,Y
../benchmarks/raycasting160,0,1,1,0,1,0,1,1,38,18,26,26,0.234375,73632,4287749,569,67,281.37,Y
../benchmarks/raycasting161,0,1,1,0,1,0,1,2,40,19,27,33,0.234375,76596,4414701,588,84,266.24,Y
../benchmarks/raycasting162,0,1,1,0,1,1,0,0,42,20,32,20,5.72205e-05,74761,4697644,628,51,244.97,Y
../benchmarks/raycasting163,0,1,1,0,1,1,0,1,42,20,34,22,5.72205e-05,74096,5103276,653,57,264.55,Y
../benchmarks/raycasting164,0,1,1,0,1,1,0,2,44,21,34,29,5.72205e-05,77192,5467800,682,74,259.94,Y
../benchmarks/raycasting165,0,1,1,0,1,1,1,0,38,17,25,22,0.234375,74237,4165146,557,57,292.99,Y
../benchmarks/raycasting166,0,1,1,0,1,1,1,1,38,18,26,25,0.234375,73164,4282650,568,63,292.82,Y
../benchmarks/raycasting167,0,1,1,0,1,1,1,2,39,18,27,31,0.234375,76289,4409602,587,80,268.81,Y
../benchmarks/raycasting168,0,1,1,1,0,0,0,0,46,22,39,21,5.72205e-05,77589,7034156,761,53,242.71,Y
../benchmarks/raycasting169,0,1,1,1,0,0,0,1,46,22,41,24,5.72205e-05,77097,7413164,786,61,236.4,Y
../benchmarks/raycasting170,0,1,1,1,0,0,0,2,48,23,41,30,5.72205e-05,80321,7776500,814,78,242.07,Y
../benchmarks/raycasting171,0,1,1,1,0,0,1,0,41,19,31,23,0.234375,75874,5840410,668,59,266.66,Y
../benchmarks/raycasting172,0,1,1,1,0,0,1,1,41,19,32,26,0.234375,75129,5931290,679,67,281.84,Y
../benchmarks/raycasting173,0,1,1,1,0,0,1,2,43,20,33,33,0.234375,78251,6058242,698,84,283.44,Y
../benchmarks/raycasting174,0,1,1,1,0,1,0,0,46,22,39,20,5.72205e-05,77617,7034156,766,51,227.84,Y
