ID,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,param_14,estim_throughput_0,logic,mem,ram,dsp,fmax,fit
../benchmarks/combined27,0,0,0,0,0,1,2,0,1,2,2,47,23,47,44,2.1785e-05,84498,6236705,699,112,272.1,Y
../benchmarks/combined28,0,0,0,0,0,1,2,0,2,1,1,66,34,70,80,2.20167e-05,114493,8755354,916,204,266.8,Y
../benchmarks/combined29,0,0,0,0,0,1,2,0,2,1,2,66,34,70,80,2.20167e-05,114326,8755354,916,204,273.82,Y
../benchmarks/combined30,0,0,0,0,0,1,2,0,2,2,1,66,34,70,80,2.20167e-05,114548,8754330,916,204,268.88,Y
../benchmarks/combined31,0,0,0,0,0,1,2,0,2,2,2,66,34,70,80,2.35893e-05,114336,8754330,916,204,273.22,Y
../benchmarks/combined32,0,0,0,0,0,1,2,1,1,1,1,43,20,37,44,4.13065e-05,80919,5907248,650,112,271.88,Y
../benchmarks/combined33,0,0,0,0,0,1,2,1,1,1,2,43,20,37,44,3.17742e-05,80791,5907248,650,112,271.51,Y
../benchmarks/combined34,0,0,0,0,0,1,2,1,1,2,1,43,20,37,44,3.17742e-05,81011,5910832,652,112,271.44,Y
../benchmarks/combined35,0,0,0,0,0,1,2,1,1,2,2,43,20,37,44,2.54194e-05,80973,5910832,652,112,282.96,Y
../benchmarks/combined36,0,0,0,0,0,1,2,1,2,1,1,58,28,48,88,3.85347e-05,111793,7950492,835,224,264.55,Y
../benchmarks/combined37,0,0,0,0,0,1,2,1,2,1,2,58,28,48,88,3.85347e-05,111722,7950492,835,224,239.69,Y
../benchmarks/combined38,0,0,0,0,0,1,2,1,2,2,1,58,28,48,88,3.85347e-05,111927,7949468,835,224,276.77,Y
../benchmarks/combined39,0,0,0,0,0,1,2,1,2,2,2,58,28,48,88,4.12872e-05,111818,7949468,835,224,267.16,Y
../benchmarks/combined40,0,0,0,0,0,2,1,0,1,1,1,35,17,35,22,5.50713e-05,65959,4593280,546,56,279.17,Y
../benchmarks/combined41,0,0,0,0,0,2,1,0,1,1,2,35,17,34,22,5.51015e-05,65568,4324864,529,56,276.08,Y
../benchmarks/combined42,0,0,0,0,0,2,1,0,1,2,1,35,17,34,22,5.14281e-05,65612,4326656,527,56,269.83,Y
../benchmarks/combined43,0,0,0,0,0,2,1,0,1,2,2,35,17,34,22,5.1424e-05,65573,4324352,529,56,259.0,Y
../benchmarks/combined44,0,0,0,0,0,2,1,0,2,1,1,45,23,48,40,5.13999e-05,80984,5981501,669,102,268.09,Y
../benchmarks/combined45,0,0,0,0,0,2,1,0,2,1,2,44,23,47,40,5.1424e-05,80434,5702101,656,102,270.48,Y
../benchmarks/combined46,0,0,0,0,0,2,1,0,2,2,1,45,23,47,40,5.1424e-05,80692,5701589,654,102,284.17,Y
../benchmarks/combined47,0,0,0,0,0,2,1,0,2,2,2,45,23,47,40,5.50972e-05,80588,5701589,654,102,285.7,Y
../benchmarks/combined48,0,0,0,0,0,2,1,1,1,1,1,32,15,29,22,0.000220285,62632,4468707,528,56,273.97,Y
../benchmarks/combined49,0,0,0,0,0,2,1,1,1,1,2,32,15,28,22,0.000220406,62307,4201059,509,56,276.7,Y
