ID,knob_compute_units,knob_xyz_loop,knob_entryid_loop,knob_entryid_num_wi,knob_hardcode_size,knob_cache_voxels,knob_xyz_loop_flat,knob_xyz_unroll,knob_entryid_unroll,knob_voxel_unroll,knob_voxel_out_unroll,knob_depth_local,knob_branch_pos,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,time_fpga,logic,mem,ram,dsp,fmax,ID_int,time_gpu,time_cpu
../../benchmarks_de5_16.1/depth_fusion14,1,0,0,64,0,0,1,2,2,1,1,0,0,50,26,40,58,0.000228882,1216.95,108796,5932280,707,148,266.09,14,2826.83,46.6632
../../benchmarks_de5_16.1/depth_fusion15,1,0,0,64,0,0,1,2,2,1,1,0,1,43,20,34,58,0.000228882,17.8292,75407,5450624,601,148,193.27,15,2071.86,54.1261
../../benchmarks_de5_16.1/depth_fusion16,1,0,0,64,0,1,0,1,1,1,1,0,0,29,14,25,14,5.52872E-005,1082.1,62462,3461944,465,37,286.2,16,4221.37,25.9646
../../benchmarks_de5_16.1/depth_fusion17,1,0,0,64,0,1,0,1,1,1,1,0,1,29,14,26,14,4.78931E-005,658.623,54884,3432182,441,37,284.17,17,3610.66,41.5691
../../benchmarks_de5_16.1/depth_fusion18,1,0,0,64,0,1,0,1,1,1,2,0,0,30,14,26,14,5.15772E-005,1090.22,62630,3461688,467,37,282.08,18,3895.7,25.912
../../benchmarks_de5_16.1/depth_fusion19,1,0,0,64,0,1,0,1,1,1,2,0,1,29,14,27,14,4.78931E-005,653.49,54946,3432182,441,37,285.38,19,3276.26,41.4171
../../benchmarks_de5_16.1/depth_fusion20,1,0,0,64,0,1,0,1,1,2,1,0,0,30,14,25,14,5.15772E-005,1053.77,62689,3461176,466,37,294.02,20,3868.74,25.9405
../../benchmarks_de5_16.1/depth_fusion21,1,0,0,64,0,1,0,1,1,2,1,0,1,29,14,27,14,4.41675E-005,650.36,55020,3431670,443,37,287.19,21,3274.18,40.9814
../../benchmarks_de5_16.1/depth_fusion22,1,0,0,64,0,1,0,1,1,2,2,0,0,30,14,26,14,5.15772E-005,1102.13,62683,3461176,466,37,276.08,22,3542.92,25.9259
../../benchmarks_de5_16.1/depth_fusion23,1,0,0,64,0,1,0,1,1,2,2,0,1,29,14,27,14,4.41675E-005,650.716,55070,3431670,443,37,285.14,23,2961.43,41.5391
../../benchmarks_de5_16.1/depth_fusion24,1,0,0,64,0,1,0,1,2,1,1,0,0,39,19,34,29,2.36004E-005,1175.27,81036,5083680,605,74,256.67,24,4134.04,25.4729
../../benchmarks_de5_16.1/depth_fusion25,1,0,0,64,0,1,0,1,2,1,1,0,1,37,17,34,29,2.16367E-005,695.651,65406,5019011,550,74,283.84,25,3644.13,41.2273
../../benchmarks_de5_16.1/depth_fusion26,1,0,0,64,0,1,0,1,2,1,2,0,0,39,19,34,29,2.26927E-005,1120.64,81011,5083680,605,74,279.64,26,3784.79,29.0605
../../benchmarks_de5_16.1/depth_fusion27,1,0,0,64,0,1,0,1,2,1,2,0,1,37,17,34,29,2.12433E-005,709.548,65308,5019011,550,74,276.77,27,3337.51,41.5237
../../benchmarks_de5_16.1/depth_fusion28,1,0,0,64,0,1,0,1,2,2,1,0,0,39,19,34,29,2.26927E-005,1142.72,81215,5087264,607,74,265.32,28,3792.92,25.5449
../../benchmarks_de5_16.1/depth_fusion29,1,0,0,64,0,1,0,1,2,2,1,0,1,37,17,34,29,2.12404E-005,734.567,65515,5022595,552,74,266.88,29,3332.77,41.0552
../../benchmarks_de5_16.1/depth_fusion30,1,0,0,64,0,1,0,1,2,2,2,0,0,39,19,34,29,0.000021785,1143.06,81204,5087264,607,74,263.85,30,3477.05,25.846
../../benchmarks_de5_16.1/depth_fusion31,1,0,0,64,0,1,0,1,2,2,2,0,1,37,17,34,29,2.08499E-005,685.899,65508,5022595,552,74,285.14,31,3021.95,41.434
../../benchmarks_de5_16.1/depth_fusion32,1,0,0,64,0,1,0,2,1,1,1,0,0,33,17,27,26,5.15772E-005,626.29,75161,3637792,511,66,263.43,32,4162.9,40.635
../../benchmarks_de5_16.1/depth_fusion33,1,0,0,64,0,1,0,2,1,1,1,0,1,32,15,28,26,4.78482E-005,433.984,60245,3611330,465,66,282.64,33,3492.55,48.8483
../../benchmarks_de5_16.1/depth_fusion34,1,0,0,64,0,1,0,2,1,1,2,0,0,34,17,28,26,5.15772E-005,598.591,75064,3637536,511,66,278.08,34,3827.57,47.2323
../../benchmarks_de5_16.1/depth_fusion35,1,0,0,64,0,1,0,2,1,1,2,0,1,32,15,29,26,4.78482E-005,443.151,60175,3613634,466,66,273.44,35,3174.84,48.7208
../../benchmarks_de5_16.1/depth_fusion36,1,0,0,64,0,1,0,2,1,2,1,0,0,34,17,27,26,5.15772E-005,632.717,75226,3637024,510,66,257.93,36,3808.33,47.255
../../benchmarks_de5_16.1/depth_fusion37,1,0,0,64,0,1,0,2,1,2,1,0,1,32,15,29,26,5.15288E-005,445.322,60246,3613122,465,66,272.02,37,3251.52,48.8149
../../benchmarks_de5_16.1/depth_fusion38,1,0,0,64,0,1,0,2,1,2,2,0,0,34,17,28,26,5.52613E-005,619.955,75042,3637024,510,66,263.08,38,3486.02,47.1294
../../benchmarks_de5_16.1/depth_fusion39,1,0,0,64,0,1,0,2,1,2,2,0,1,32,15,29,26,5.15288E-005,425.783,60115,3613122,465,66,283.44,39,2935.87,48.5276
../../benchmarks_de5_16.1/depth_fusion40,1,0,0,64,0,1,0,2,2,1,1,0,0,47,24,38,52,2.20167E-005,667.968,105298,5435376,695,132,257.06,40,4119.69,40.6523
../../benchmarks_de5_16.1/depth_fusion41,1,0,0,64,0,1,0,2,2,1,1,0,1,43,20,38,52,2.32902E-005,482.142,76440,5377078,594,132,265.74,41,3543.49,48.7942
../../benchmarks_de5_16.1/depth_fusion42,1,0,0,64,0,1,0,2,2,1,2,0,0,47,24,38,52,2.20167E-005,650.117,105270,5435376,695,132,265.04,42,3772.63,47.4005
../../benchmarks_de5_16.1/depth_fusion43,1,0,0,64,0,1,0,2,2,1,2,0,1,43,20,38,52,2.32902E-005,458.856,76331,5377078,594,132,278.16,43,3223.96,48.6103
../../benchmarks_de5_16.1/depth_fusion44,1,0,0,64,0,1,0,2,2,2,1,0,0,47,24,38,52,2.20167E-005,712.442,105368,5434352,695,132,235.4,44,3777.26,47.4391
../../benchmarks_de5_16.1/depth_fusion45,1,0,0,64,0,1,0,2,2,2,1,0,1,43,20,38,52,2.32902E-005,466.872,76568,5376054,594,132,272.92,45,3227.34,48.598
../../benchmarks_de5_16.1/depth_fusion46,1,0,0,64,0,1,0,2,2,2,2,0,0,47,24,38,52,2.35893E-005,672.102,105251,5434352,695,132,251.63,46,3492.14,47.2726
../../benchmarks_de5_16.1/depth_fusion47,1,0,0,64,0,1,0,2,2,2,2,0,1,43,20,38,52,2.49538E-005,446.594,76350,5376054,594,132,284.01,47,2922.49,48.4848
../../benchmarks_de5_16.1/depth_fusion48,1,0,0,64,0,1,1,1,1,1,1,0,0,29,14,25,14,0.000220423,1798.17,60218,3727994,470,37,270.41,48,4223.52,48.738
../../benchmarks_de5_16.1/depth_fusion49,1,0,0,64,0,1,1,1,1,1,1,0,1,27,13,24,14,0.000191572,488.976,52534,3412628,438,37,280.81,49,3784.47,36.1605
../../benchmarks_de5_16.1/depth_fusion50,1,0,0,64,0,1,1,1,1,1,2,0,0,29,14,24,14,0.000206309,1768.16,60017,3478266,459,37,275.17,50,3909.2,48.1398
../../benchmarks_de5_16.1/depth_fusion51,1,0,0,64,0,1,1,1,1,1,2,0,1,27,13,24,14,0.000191572,473.867,52468,3411348,438,37,288.01,51,3460.54,49.3076
../../benchmarks_de5_16.1/depth_fusion52,1,0,0,64,0,1,1,1,1,2,1,0,0,29,14,24,14,0.000206309,1820.59,60050,3477754,458,37,267.08,52,3909.94,48.4531
../../benchmarks_de5_16.1/depth_fusion53,1,0,0,64,0,1,1,1,1,2,1,0,1,27,13,24,14,0.00017667,450.607,52609,3412116,440,37,302.48,53,3377.8,49.4513
../../benchmarks_de5_16.1/depth_fusion54,1,0,0,64,0,1,1,1,1,2,2,0,0,29,14,25,14,0.000206309,1821.85,59956,3477754,458,37,266.38,54,3598.87,48.2988
../../benchmarks_de5_16.1/depth_fusion55,1,0,0,64,0,1,1,1,1,2,2,0,1,27,13,25,14,0.00017667,446.659,52533,3412116,440,37,303.39,55,3062.29,36.2203
../../benchmarks_de5_16.1/depth_fusion56,1,0,0,64,0,1,1,1,2,1,1,0,0,38,19,32,29,4.13065E-005,1167.63,77072,5100964,579,74,271.37,56,4344.52,48.8059
../../benchmarks_de5_16.1/depth_fusion57,1,0,0,64,0,1,1,1,2,1,1,0,1,35,16,30,29,5.04857E-005,519.293,62050,4974440,546,74,280.26,57,3769.07,36.1611
../../benchmarks_de5_16.1/depth_fusion58,1,0,0,64,0,1,1,1,2,1,2,0,0,38,19,32,29,3.17742E-005,1155.88,77002,5100964,579,74,272.85,58,4029.93,48.2853
../../benchmarks_de5_16.1/depth_fusion59,1,0,0,64,0,1,1,1,2,1,2,0,1,35,16,30,29,4.95678E-005,478.401,61934,4974440,546,74,302.48,59,3436.03,49.908
../../benchmarks_de5_16.1/depth_fusion60,1,0,0,64,0,1,1,1,2,2,1,0,0,38,19,32,29,3.17742E-005,1187.63,77289,5104548,581,74,266.02,60,4069,48.3121
../../benchmarks_de5_16.1/depth_fusion61,1,0,0,64,0,1,1,1,2,2,1,0,1,35,16,30,29,3.71759E-005,491.739,62280,4978024,548,74,294.11,61,3438.32,49.2846
../../benchmarks_de5_16.1/depth_fusion62,1,0,0,64,0,1,1,1,2,2,2,0,0,38,19,32,29,2.54194E-005,1167.87,77158,5104548,581,74,269.9,62,3745.27,48.3992
../../benchmarks_de5_16.1/depth_fusion63,1,0,0,64,0,1,1,1,2,2,2,0,1,35,16,30,29,3.64874E-005,474.916,62291,4978024,548,74,302.57,63,3137.21,36.152
../../benchmarks_de5_16.1/depth_fusion64,1,0,0,64,0,1,1,2,1,1,1,0,0,36,18,29,29,0.000206309,1843.03,77758,3968932,555,74,262.19,64,4348.95,42.0625
../../benchmarks_de5_16.1/depth_fusion65,1,0,0,64,0,1,1,2,1,1,1,0,1,31,15,26,29,0.000191393,35.7151,58638,3567930,456,74,197.19,65,3714.95,48.882
../../benchmarks_de5_16.1/depth_fusion66,1,0,0,64,0,1,1,2,1,1,2,0,0,36,18,29,29,0.000206309,1861.09,77780,3968932,555,74,259.53,66,4031.2,33.6457
../../benchmarks_de5_16.1/depth_fusion67,1,0,0,64,0,1,1,2,1,1,2,0,1,31,15,26,29,0.000191393,29.9348,58431,3567930,456,74,207.64,67,3399.74,48.6826
../../benchmarks_de5_16.1/depth_fusion68,1,0,0,64,0,1,1,2,1,2,1,0,0,36,18,29,29,0.000206309,1822.65,77892,3968420,554,74,264.76,68,4094.47,38.1352
../../benchmarks_de5_16.1/depth_fusion69,1,0,0,64,0,1,1,2,1,2,1,0,1,31,15,26,29,0.000206115,28.7921,58660,3567418,455,74,211.64,69,3340.37,48.6429
../../benchmarks_de5_16.1/depth_fusion70,1,0,0,64,0,1,1,2,1,2,2,0,0,36,18,29,29,0.000221045,1824.36,77798,3968420,554,74,263.85,70,3773.48,34.4569
../../benchmarks_de5_16.1/depth_fusion71,1,0,0,64,0,1,1,2,1,2,2,0,1,31,15,26,29,0.000206115,24.558,58436,3567418,455,74,211.41,71,3027.14,49.0781
../../benchmarks_de5_16.1/depth_fusion72,1,0,0,64,0,1,1,2,2,1,1,0,0,51,26,40,58,3.85347E-005,1227.7,110013,5937912,715,148,262.26,72,4379.1,34.5876
../../benchmarks_de5_16.1/depth_fusion73,1,0,0,64,0,1,1,2,2,1,1,0,1,42,19,33,58,5.43438E-005,39.7446,75502,5307136,584,148,188.57,73,3651.39,49.0238
../../benchmarks_de5_16.1/depth_fusion74,1,0,0,64,0,1,1,2,2,1,2,0,0,51,26,40,58,3.85347E-005,1232.48,109891,5937912,715,148,260.62,74,4067.24,33.6041
../../benchmarks_de5_16.1/depth_fusion75,1,0,0,64,0,1,1,2,2,1,2,0,1,42,19,33,58,5.43438E-005,35.4279,75125,5307136,584,148,186.42,75,3293.85,48.6884
../../benchmarks_de5_16.1/depth_fusion76,1,0,0,64,0,1,1,2,2,2,1,0,0,51,26,40,58,3.85347E-005,1194.37,110128,5936888,715,148,272.77,76,4091.77,37.9411
../../benchmarks_de5_16.1/depth_fusion77,1,0,0,64,0,1,1,2,2,2,1,0,1,42,20,33,58,5.43438E-005,34.4494,75503,5306112,584,148,189.5,77,3356.14,48.7828
../../benchmarks_de5_16.1/depth_fusion78,1,0,0,64,0,1,1,2,2,2,2,0,0,51,26,40,58,4.12872E-005,1204.77,110075,5936888,715,148,268.16,78,3780.53,35.0393
../../benchmarks_de5_16.1/depth_fusion79,1,0,0,64,0,1,1,2,2,2,2,0,1,42,20,33,58,5.82255E-005,29.1767,75147,5306112,584,148,194.43,79,3053.55,48.9259
../../benchmarks_de5_16.1/depth_fusion80,1,0,0,64,0,2,0,1,1,1,1,0,0,30,14,27,14,5.50713E-005,29.1488,55293,3559822,445,37,303.39,80,4433.31,28.3507
../../benchmarks_de5_16.1/depth_fusion81,1,0,0,64,0,2,0,1,1,1,1,0,1,30,14,26,14,4.75491E-005,29.9308,55100,3571030,447,37,293.94,81,3742.95,42.4248
../../benchmarks_de5_16.1/depth_fusion82,1,0,0,64,0,2,0,1,1,1,2,0,0,29,14,27,14,5.51015E-005,26.6475,54929,3470710,437,37,294.98,82,4109.4,28.2951
../../benchmarks_de5_16.1/depth_fusion83,1,0,0,64,0,2,0,1,1,1,2,0,1,29,14,26,14,4.75751E-005,26.5435,54768,3483034,440,37,297.35,83,3406.98,42.358
../../benchmarks_de5_16.1/depth_fusion84,1,0,0,64,0,2,0,1,1,2,1,0,0,29,14,26,14,5.14281E-005,24.8178,55118,3472502,437,37,303.39,84,4086.46,28.3445
../../benchmarks_de5_16.1/depth_fusion85,1,0,0,64,0,2,0,1,1,2,1,0,1,29,14,26,14,4.39155E-005,25.023,55054,3484826,440,37,301.65,85,3392.76,42.4191
../../benchmarks_de5_16.1/depth_fusion86,1,0,0,64,0,2,0,1,1,2,2,0,0,29,14,27,14,0.000051424,23.0118,55142,3470198,439,37,287.93,86,3755.29,27.0513
../../benchmarks_de5_16.1/depth_fusion87,1,0,0,64,0,2,0,1,1,2,2,0,1,29,14,26,14,4.39121E-005,22.9708,54947,3482522,442,37,289.6,87,3069.91,42.1753
../../benchmarks_de5_16.1/depth_fusion88,1,0,0,64,0,2,0,1,2,1,1,0,0,37,17,34,29,2.49645E-005,29.3294,64872,4999144,540,74,298.06,88,4275.87,28.6337
../../benchmarks_de5_16.1/depth_fusion89,1,0,0,64,0,2,0,1,2,1,1,0,1,37,17,33,29,2.12387E-005,29.1665,64802,4965224,538,74,302.48,89,3728.29,42.4554
../../benchmarks_de5_16.1/depth_fusion90,1,0,0,64,0,2,0,1,2,1,2,0,0,37,17,34,29,2.45106E-005,25.8812,64926,4999144,540,74,302.48,90,3895.25,28.4713
../../benchmarks_de5_16.1/depth_fusion91,1,0,0,64,0,2,0,1,2,1,2,0,1,37,17,33,29,2.08454E-005,26.0871,64751,4965224,538,74,302.48,91,3369,42.3295
../../benchmarks_de5_16.1/depth_fusion92,1,0,0,64,0,2,0,1,2,2,1,0,0,37,17,34,29,2.28725E-005,25.5786,64994,5002728,541,74,303.39,92,3916.36,28.8125
../../benchmarks_de5_16.1/depth_fusion93,1,0,0,64,0,2,0,1,2,2,1,0,1,37,17,33,29,2.04521E-005,25.7925,64950,4968808,540,74,303.39,93,3443.42,42.4317
../../benchmarks_de5_16.1/depth_fusion94,1,0,0,64,0,2,0,1,2,2,2,0,0,37,17,34,29,0.000022452,22.7131,64981,5002728,541,74,302.48,94,3606.23,27.2635
../../benchmarks_de5_16.1/depth_fusion95,1,0,0,64,0,2,0,1,2,2,2,0,1,37,17,33,29,2.00588E-005,23.0005,64957,4968808,540,74,301.56,95,3076.39,42.1806
../../benchmarks_de5_16.1/depth_fusion96,1,0,0,64,0,2,0,2,1,1,1,0,0,33,16,30,26,5.13999E-005,25.8365,60736,3760578,469,66,301.65,96,4218.98,49.2453
../../benchmarks_de5_16.1/depth_fusion97,1,0,0,64,0,2,0,2,1,1,1,0,1,33,15,28,26,4.75491E-005,26.3797,60431,3723110,464,66,296.12,97,3659.06,50.0038
../../benchmarks_de5_16.1/depth_fusion98,1,0,0,64,0,2,0,2,1,1,2,0,0,33,15,29,26,0.000051424,23.2583,60299,3667138,463,66,296.12,98,3889.13,49.0949
../../benchmarks_de5_16.1/depth_fusion99,1,0,0,64,0,2,0,2,1,1,2,0,1,32,15,28,26,4.75714E-005,23.064,60053,3637155,461,66,300.3,99,3323.77,49.8662
../../benchmarks_de5_16.1/depth_fusion100,1,0,0,64,0,2,0,2,1,2,1,0,0,33,16,29,26,0.000051424,22.3624,60499,3666626,462,66,293.16,100,3929.95,48.5558
../../benchmarks_de5_16.1/depth_fusion101,1,0,0,64,0,2,0,2,1,2,1,0,1,32,15,28,26,5.12308E-005,21.9665,60256,3636643,461,66,300.2,101,3289.89,50.3945
../../benchmarks_de5_16.1/depth_fusion102,1,0,0,64,0,2,0,2,1,2,2,0,0,33,16,29,26,5.50972E-005,19.0343,60306,3666626,462,66,298.06,102,3611.51,49.0528
../../benchmarks_de5_16.1/depth_fusion103,1,0,0,64,0,2,0,2,1,2,2,0,1,32,15,28,26,5.12308E-005,19.8495,60141,3636643,461,66,287.76,103,2967.03,50.1087
../../benchmarks_de5_16.1/depth_fusion104,1,0,0,64,0,2,0,2,2,1,1,0,0,44,21,39,52,2.28725E-005,25.8748,76194,5400960,589,132,303.02,104,4212.93,49.238
../../benchmarks_de5_16.1/depth_fusion105,1,0,0,64,0,2,0,2,2,1,1,0,1,43,20,37,52,2.24384E-005,26.0525,75934,5323136,582,132,303.49,105,3605.49,50.0073
../../benchmarks_de5_16.1/depth_fusion106,1,0,0,64,0,2,0,2,2,1,2,0,0,44,21,39,52,2.24489E-005,23.5754,76199,5400960,589,132,294.45,106,3879.98,49.1137
../../benchmarks_de5_16.1/depth_fusion107,1,0,0,64,0,2,0,2,2,1,2,0,1,43,20,37,52,0.000022015,23.2164,75875,5323136,582,132,302.48,107,3265.72,50.5249
../../benchmarks_de5_16.1/depth_fusion108,1,0,0,64,0,2,0,2,2,2,1,0,0,44,21,39,52,2.40524E-005,22.7211,76319,5404544,589,132,302.48,108,3898.18,48.5459
../../benchmarks_de5_16.1/depth_fusion109,1,0,0,64,0,2,0,2,2,2,1,0,1,43,20,37,52,2.35875E-005,24.5617,76068,5326720,582,132,280.58,109,3306.07,50.4257
../../benchmarks_de5_16.1/depth_fusion110,1,0,0,64,0,2,0,2,2,2,2,0,0,44,21,39,52,2.49518E-005,19.9643,76105,5391744,589,132,300.02,110,3566.61,49.0195
../../benchmarks_de5_16.1/depth_fusion111,1,0,0,64,0,2,0,2,2,2,2,0,1,43,20,37,52,2.44928E-005,19.9626,75803,5321984,583,132,303.49,111,2992.07,50.2617
../../benchmarks_de5_16.1/depth_fusion112,1,0,0,64,0,2,1,1,1,1,1,0,0,29,14,26,14,0.000220285,1839.61,60199,3931386,486,37,264.83,112,4595.06,49.6409
../../benchmarks_de5_16.1/depth_fusion113,1,0,0,64,0,2,1,1,1,1,1,0,1,27,13,23,14,0.000190196,29.1967,52358,3492500,435,37,296.47,113,3796.48,50.5038
../../benchmarks_de5_16.1/depth_fusion114,1,0,0,64,0,2,1,1,1,1,2,0,0,29,14,25,14,0.000220406,1796.25,60108,3676794,472,37,270.7,114,4265.58,49.8342
../../benchmarks_de5_16.1/depth_fusion115,1,0,0,64,0,2,1,1,1,1,2,0,1,27,13,23,14,0.000190301,26.0255,52264,3438868,434,37,296.47,115,3483.67,50.4183
../../benchmarks_de5_16.1/depth_fusion116,1,0,0,64,0,2,1,1,1,2,1,0,0,29,14,25,14,0.000205712,1818.6,60277,3678586,470,37,267.37,116,4295.69,49.6458
../../benchmarks_de5_16.1/depth_fusion117,1,0,0,64,0,2,1,1,1,2,1,0,1,27,13,23,14,0.000175662,24.7839,52400,3440660,433,37,297.35,117,3493.05,51.031
../../benchmarks_de5_16.1/depth_fusion118,1,0,0,64,0,2,1,1,1,2,2,0,0,29,14,25,14,0.000205696,1814.56,60097,3676282,472,37,267.45,118,3970.51,50.0721
../../benchmarks_de5_16.1/depth_fusion119,1,0,0,64,0,2,1,1,1,2,2,0,1,27,13,23,14,0.000175648,21.7464,52303,3438356,435,37,298.32,119,3177.66,50.6638
../../benchmarks_de5_16.1/depth_fusion120,1,0,0,64,0,2,1,1,2,1,1,0,0,38,19,32,29,5.82505E-005,1117.86,77073,5113252,580,74,284.98,120,4510.34,50.0738
../../benchmarks_de5_16.1/depth_fusion121,1,0,0,64,0,2,1,1,2,1,1,0,1,35,16,30,29,4.95639E-005,28.4858,61499,4958952,541,74,302.48,121,3880.64,51.0312
../../benchmarks_de5_16.1/depth_fusion122,1,0,0,64,0,2,1,1,2,1,2,0,0,38,19,32,29,4.28936E-005,1154.05,76954,5113252,580,74,274.42,122,4237.99,49.3137
../../benchmarks_de5_16.1/depth_fusion123,1,0,0,64,0,2,1,1,2,1,2,0,1,35,16,30,29,3.64846E-005,25.5526,61392,4958952,541,74,302.48,123,3534.43,50.4038
../../benchmarks_de5_16.1/depth_fusion124,1,0,0,64,0,2,1,1,2,2,1,0,0,38,19,32,29,4.00324E-005,1154,77096,5116836,581,74,273.97,124,4193.29,49.6397
../../benchmarks_de5_16.1/depth_fusion125,1,0,0,64,0,2,1,1,2,2,1,0,1,35,16,30,29,3.57962E-005,26.1611,61709,4962536,543,74,290.86,125,3554.03,50.6656
../../benchmarks_de5_16.1/depth_fusion126,1,0,0,64,0,2,1,1,2,2,2,0,0,38,19,32,29,3.14329E-005,1167.62,77112,5116836,581,74,269.97,126,3866.6,49.511
../../benchmarks_de5_16.1/depth_fusion127,1,0,0,64,0,2,1,1,2,2,2,0,1,35,16,30,29,2.80862E-005,22.5515,61695,4962536,543,74,299.22,127,3186.99,51.0309
../../benchmarks_de5_16.1/depth_fusion128,1,0,0,64,0,2,1,2,1,1,1,0,0,36,18,30,29,0.0002056,1817.45,78257,4432740,582,74,265.88,128,4392.93,36.25
../../benchmarks_de5_16.1/depth_fusion129,1,0,0,64,0,2,1,2,1,1,1,0,1,31,14,25,29,0.000190196,35.9844,58791,3655264,456,74,208.42,129,3728.56,50.1035
../../benchmarks_de5_16.1/depth_fusion130,1,0,0,64,0,2,1,2,1,1,2,0,0,36,18,30,29,0.000205696,1749.53,77943,4163428,569,74,276.08,130,4079.74,30.3602
../../benchmarks_de5_16.1/depth_fusion131,1,0,0,64,0,2,1,2,1,1,2,0,1,31,14,25,29,0.000190286,30.2416,58557,3605562,457,74,218.19,131,3402.47,49.9768
../../benchmarks_de5_16.1/depth_fusion132,1,0,0,64,0,2,1,2,1,2,1,0,0,36,18,29,29,0.000205696,1864.87,78074,4162916,567,74,258.45,132,4100.77,30.3707
../../benchmarks_de5_16.1/depth_fusion133,1,0,0,64,0,2,1,2,1,2,1,0,1,31,14,25,29,0.000204923,30.9686,58834,3605050,457,74,201.89,133,3429.94,50.4769
../../benchmarks_de5_16.1/depth_fusion134,1,0,0,64,0,2,1,2,1,2,2,0,0,36,18,30,29,0.000220389,1789.76,78112,4162916,567,74,268.95,134,3786.7,35.5943
../../benchmarks_de5_16.1/depth_fusion135,1,0,0,64,0,2,1,2,1,2,2,0,1,31,14,25,29,0.000204923,26.0443,58618,3605050,457,74,206.73,135,3113.08,49.9308
../../benchmarks_de5_16.1/depth_fusion136,1,0,0,64,0,2,1,2,2,1,1,0,0,51,26,41,58,4.00324E-005,1197.8,110483,5932792,713,148,272.77,136,4401.26,35.9583
../../benchmarks_de5_16.1/depth_fusion137,1,0,0,64,0,2,1,2,2,1,1,0,1,42,19,33,58,3.92727E-005,38.9879,75597,5316992,584,148,191.97,137,3768.25,50.2565
../../benchmarks_de5_16.1/depth_fusion138,1,0,0,64,0,2,1,2,2,1,2,0,0,51,26,41,58,3.14329E-005,1180.07,110442,5932792,713,148,277.31,138,4091.91,30.3432
../../benchmarks_de5_16.1/depth_fusion139,1,0,0,64,0,2,1,2,2,1,2,0,1,42,19,33,58,3.08253E-005,33.5412,75299,5316992,584,148,197.43,139,3409.18,49.957
../../benchmarks_de5_16.1/depth_fusion140,1,0,0,64,0,2,1,2,2,2,1,0,0,51,27,41,58,3.36781E-005,1280.01,110294,5936376,713,148,248.81,140,4085.62,30.3527
