ID_x,knob_simd,knob_compute_units,knob_xyz_loop,knob_entryid_loop,knob_entryid_num_wi,knob_hardcode_size,knob_cache_voxels,knob_xyz_loop_flat,knob_xyz_unroll,knob_entryid_unroll,knob_voxel_unroll,knob_voxel_out_unroll,knob_depth_local,knob_branch_pos,knob_unused,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,time,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12,ID,ate
../benchmarks/depth_fusion49,1,1,0,0,64,0,1,1,1,1,1,1,0,1,1,53,27,42,33,0.000159048,999,13106,593443,151,41,133.36,Y,49,depth_fusion49_timing.csv,492.463727273,0,681.145828283,33.5535151515,0,647.475181818,0,513.723505051,81.5044848485,432.134454545,1718.47818182,,49,0.057
../benchmarks/depth_fusion50,1,1,0,0,64,0,1,1,1,1,1,2,0,0,1,61,32,44,33,0.000171282,999,21110,670985,169,41,116.69,Y,50,depth_fusion50_timing.csv,493.695858586,0,676.476070707,33.8679494949,0,642.489,0,1870.61636364,82.8247070707,1787.70141414,3072.17171717,,50,0.05699
../benchmarks/depth_fusion51,1,1,0,0,64,0,1,1,1,1,1,2,0,1,1,53,27,44,33,0.000159048,999,13065,592917,152,41,130.13,Y,51,depth_fusion51_timing.csv,501.621717172,0,672.032919192,34.1882323232,0,637.727131313,0,522.916575758,85.3281919192,437.500969697,1727.98969697,,51,0.056993
../benchmarks/depth_fusion52,1,1,0,0,64,0,1,1,1,1,2,1,0,0,1,61,33,43,33,0.000171282,999,21171,671129,168,41,118.1,Y,52,depth_fusion52_timing.csv,503.716484848,0,673.295535354,33.8080606061,0,639.367080808,0,1852.17282828,83.1512020202,1768.93141414,3061.88888889,,52,0.056984
../benchmarks/depth_fusion53,1,1,0,0,64,0,1,1,1,1,2,1,0,1,1,53,27,43,33,0.000146126,999,13217,592931,154,41,126.83,Y,53,depth_fusion53_timing.csv,493.026878788,0,665.209525253,34.711,0,630.381656566,0,537.60230303,87.2744949495,450.241424242,1726.87151515,,53,0.056985
../benchmarks/depth_fusion54,1,1,0,0,64,0,1,1,1,1,2,2,0,0,1,61,33,45,33,0.000171282,999,21113,670473,169,41,123.53,Y,54,depth_fusion54_timing.csv,492.834090909,0,666.628282828,34.6097373737,0,631.897626263,0,1775.09070707,91.4457070707,1683.55414141,2964.74626263,,54,0.05699
../benchmarks/depth_fusion55,1,1,0,0,64,0,1,1,1,1,2,2,0,1,1,53,27,45,33,0.000146126,999,13146,592405,155,41,133.49,Y,55,depth_fusion55_timing.csv,491.906424242,0,681.254888889,33.6217373737,0,647.516494949,0,505.713474747,83.1807979798,422.449131313,1710.14575758,,55,0.056982
../benchmarks/depth_fusion57,1,1,0,0,64,0,1,1,1,2,1,1,0,1,1,74,36,57,66,4.19929E-005,999,21149,897186,249,82,129.78,Y,57,depth_fusion57_timing.csv,500.795878788,0,671.611,34.3780505051,0,637.113454545,0,550.29340404,85.1323737374,465.072535354,1754.08282828,,57,0.056993
../benchmarks/depth_fusion59,1,1,0,0,64,0,1,1,1,2,1,2,0,1,1,74,36,57,66,4.12294E-005,999,21184,898044,251,82,131.4,Y,59,depth_fusion59_timing.csv,498.942040404,0,665.548090909,34.6156060606,0,630.811565657,0,541.029252525,85.6495555556,455.290555556,1737.10646465,,59,0.056993
../benchmarks/depth_fusion61,1,1,0,0,64,0,1,1,1,2,2,1,0,1,1,75,37,58,66,3.09221E-005,999,21324,900770,251,82,125.88,Y,61,depth_fusion61_timing.csv,490.187585859,0,667.72530303,34.7526565657,0,632.854272727,0,562.05089899,86.1513434343,475.811515152,1750.14212121,,61,0.057124
../benchmarks/depth_fusion63,1,1,0,0,64,0,1,1,1,2,2,2,0,1,1,75,37,58,66,3.03494E-005,999,21339,901756,253,82,126.9,Y,63,depth_fusion63_timing.csv,495.930444444,0,666.220585859,34.8675959596,0,631.232868687,0,552.945080808,85.157030303,467.698585859,1746.72181818,,63,0.057124
../benchmarks/depth_fusion65,1,1,0,0,64,0,1,1,2,1,1,1,0,1,1,68,34,51,66,0.000158303,999,19030,698207,205,82,104.41,Y,65,depth_fusion65_timing.csv,493.272020202,0,668.826383838,35.0089191919,0,633.702454545,0,123.28220202,88.3193535354,34.8842929293,1315.82161616,,65,0.056899
../benchmarks/depth_fusion67,1,1,0,0,64,0,1,1,2,1,1,2,0,1,1,68,34,52,66,0.000158303,999,18965,697742,206,82,104.71,Y,67,depth_fusion67_timing.csv,492.087121212,0,683.285080808,33.5001717172,0,649.669272727,0,110.29420202,81.7667777778,28.4498787879,1316.88171717,,67,0.056982
../benchmarks/depth_fusion69,1,1,0,0,64,0,1,1,2,1,2,1,0,1,1,68,34,51,66,0.00017048,999,19049,697695,205,82,106.59,Y,69,depth_fusion69_timing.csv,492.872838384,0,682.868757576,33.517030303,0,649.235686869,0,111.805757576,81.5950606061,30.1318585859,1318.67989899,,69,0.057124
../benchmarks/depth_fusion71,1,1,0,0,64,0,1,1,2,1,2,2,0,1,1,68,34,52,66,0.00017048,999,18978,697614,206,82,105.87,Y,71,depth_fusion71_timing.csv,493.919676768,0,681.482383838,33.5183939394,0,647.848373737,0,105.756474747,81.7321717172,23.9468181818,1312.39212121,,71,0.057038
../benchmarks/depth_fusion80,1,1,0,0,64,0,2,0,1,1,1,1,0,0,1,63,32,59,33,4.41033E-005,999,15291,779278,217,41,137.3,Y,80,depth_fusion80_timing.csv,492.183393939,0,681.910909091,33.5501313131,0,648.24510101,0,112.039747475,81.9032727273,30.0575050505,1317.28818182,,80,0.057115
../benchmarks/depth_fusion81,1,1,0,0,64,0,2,0,1,1,1,1,0,1,1,63,33,55,33,3.82229E-005,999,15307,767598,216,41,133.44,Y,81,depth_fusion81_timing.csv,493.950646465,0,678.928929293,33.9398181818,0,644.873818182,0,114.984222222,85.5067272727,29.4007474747,1319.47939394,,81,0.056988
../benchmarks/depth_fusion82,1,1,0,0,64,0,2,0,1,1,1,2,0,0,1,61,31,56,33,0.000044364,999,15014,687851,198,41,133.22,Y,82,depth_fusion82_timing.csv,492.53269697,0,683.278292929,33.6269191919,0,649.535444444,0,108.365767677,82.4348383838,25.8537272727,1315.26010101,,82,0.056977
../benchmarks/depth_fusion83,1,1,0,0,64,0,2,0,1,1,1,2,0,1,1,61,31,54,33,3.84488E-005,999,15057,675667,198,41,137.13,Y,83,depth_fusion83_timing.csv,492.397080808,0,685.142444444,33.5985252525,0,651.428111111,0,106.27689899,82.2898080808,23.9084242424,1314.95434343,,83,0.057113
../benchmarks/depth_fusion84,1,1,0,0,64,0,2,0,1,1,2,1,0,0,1,62,32,55,33,4.14064E-005,999,15239,690128,195,41,137.4,Y,84,depth_fusion84_timing.csv,494.212171717,0,677.116868687,34.2836969697,0,642.713858586,0,110.509949495,84.3776969697,26.0496565657,1313.89626263,,84,0.056985
../benchmarks/depth_fusion85,1,1,0,0,64,0,2,0,1,1,2,1,0,1,1,62,32,55,33,3.41356E-005,999,15203,702188,197,41,137.06,Y,85,depth_fusion85_timing.csv,495.788757576,0,666.885282828,34.6595151515,0,632.107747475,0,112.538282828,86.2958686869,26.1626767677,1305.92343434,,85,0.057103
../benchmarks/depth_fusion86,1,1,0,0,64,0,2,0,1,1,2,2,0,0,1,61,32,57,33,4.13902E-005,999,15125,687339,198,41,133.38,Y,86,depth_fusion86_timing.csv,490.573484848,0,666.640353535,34.8026262626,0,631.720383838,0,105.952353535,84.1558080808,21.7172121212,1293.34686869,,86,0.056988
../benchmarks/depth_fusion87,1,1,0,0,64,0,2,0,1,1,2,2,0,1,1,61,31,57,33,3.41222E-005,999,15106,699335,200,41,137.34,Y,87,depth_fusion87_timing.csv,493.482121212,0,682.152272727,33.5407676768,0,648.494989899,0,102.846282828,81.4479191919,21.321030303,1309.71080808,,87,0.056953
../benchmarks/depth_fusion88,1,1,0,0,64,0,2,0,1,2,1,1,0,0,1,85,43,75,66,2.07577E-005,999,22606,951342,292,82,131.8,Y,88,depth_fusion88_timing.csv,491.99169697,0,682.444979798,33.5237171717,0,648.80389899,0,112.004272727,81.3749191919,30.5514040404,1317.59888889,,88,0.056988
../benchmarks/depth_fusion89,1,1,0,0,64,0,2,0,1,2,1,1,0,1,1,84,42,69,66,1.76604E-005,999,22537,914080,282,82,137.08,Y,89,depth_fusion89_timing.csv,495.727858586,0,669.777424242,34.5839292929,0,635.070232323,0,122.302959596,92.3114848485,29.9097171717,1319.41252525,,89,0.056957
../benchmarks/depth_fusion90,1,1,0,0,64,0,2,0,1,2,1,2,0,0,1,85,43,75,66,2.03802E-005,999,22600,952206,294,82,133.17,Y,90,depth_fusion90_timing.csv,494.103333333,0,686.357121212,33.5108181818,0,652.724565657,0,107.817080808,81.4752424242,26.2613838384,1319.42939394,,90,0.057103
../benchmarks/depth_fusion91,1,1,0,0,64,0,2,0,1,2,1,2,0,1,1,84,42,69,66,1.73334E-005,999,22555,914944,284,82,136.91,Y,91,depth_fusion91_timing.csv,495.839363636,0,677.98110101,34.2112020202,0,643.645989899,0,112.384070707,86.3031818182,25.9993838384,1317.87606061,,91,0.056957
../benchmarks/depth_fusion92,1,1,0,0,64,0,2,0,1,2,2,1,0,0,1,86,44,75,66,1.90189E-005,999,22691,954926,292,82,132.87,Y,92,depth_fusion92_timing.csv,492.64959596,0,671.235848485,34.4215454545,0,636.693565657,0,116.157444444,88.9066363636,27.1687171717,1310.41616162,,92,0.056953
../benchmarks/depth_fusion93,1,1,0,0,64,0,2,0,1,2,2,1,0,1,1,85,43,71,66,1.70063E-005,999,22696,917664,284,82,133.01,Y,93,depth_fusion93_timing.csv,496.660959596,0,673.059545455,34.4574141414,0,638.477979798,0,118.220060606,90.5947676768,27.5436262626,1319.3389899,,93,0.056988
../benchmarks/depth_fusion94,1,1,0,0,64,0,2,0,1,2,2,2,0,0,1,86,44,75,66,1.86693E-005,999,22780,955918,294,82,133.1,Y,94,depth_fusion94_timing.csv,494.482060606,0,685.054454545,33.5500909091,0,651.384262626,0,104.815666667,81.5741717172,23.1609292929,1315.57242424,,94,0.057103
../benchmarks/depth_fusion95,1,1,0,0,64,0,2,0,1,2,2,2,0,1,1,85,43,71,66,1.66793E-005,999,22748,918656,286,82,132.2,Y,95,depth_fusion95_timing.csv,498.86789899,0,670.383222222,34.7680606061,0,635.494666667,0,111.623808081,88.1354141414,23.4067676768,1312.49979798,,95,0.057115
../benchmarks/depth_fusion96,1,1,0,0,64,0,2,0,2,1,1,1,0,0,1,76,39,72,59,4.11631E-005,999,20193,917817,278,74,137.11,Y,96,depth_fusion96_timing.csv,494.66469697,0,681.979151515,33.5973131313,0,648.261262626,0,112.285575758,81.6613030303,30.5457070707,1320.41888889,,96,0.057103
../benchmarks/depth_fusion97,1,1,0,0,64,0,2,0,2,1,1,1,0,1,1,74,37,68,59,3.67616E-005,999,19948,878879,267,74,136.91,Y,97,depth_fusion97_timing.csv,493.854545455,0,686.65020202,33.7988080808,0,652.729868687,0,112.52289899,81.8044747475,30.6377171717,1324.3430303,,97,0.057103
../benchmarks/depth_fusion98,1,1,0,0,64,0,2,0,2,1,1,2,0,0,1,74,38,69,59,4.13902E-005,999,19849,820905,258,74,136.79,Y,98,depth_fusion98_timing.csv,494.182484848,0,684.694191919,33.7722626263,0,650.801353535,0,107.642979798,81.789979798,25.7724545455,1317.7659596,,98,0.057103
../benchmarks/depth_fusion99,1,1,0,0,64,0,2,0,2,1,1,2,0,1,1,73,37,66,59,3.69657E-005,999,19740,790340,251,74,133.13,Y,99,depth_fusion99_timing.csv,494.725040404,0,672.217393939,36.4007777778,0,635.700424242,0,116.139393939,89.7424646465,26.3154646465,1314.36545455,,99,0.056988
../benchmarks/depth_fusion100,1,1,0,0,64,0,2,0,2,1,2,1,0,0,1,74,38,67,59,4.13902E-005,999,19961,820878,257,74,130.47,Y,100,depth_fusion100_timing.csv,495.196424242,0,683.309181818,35.902,0,647.30340404,0,113.787191919,86.2786060606,27.4294646465,1323.68494949,,100,0.057113
../benchmarks/depth_fusion101,1,1,0,0,64,0,2,0,2,1,2,1,0,1,1,73,37,65,59,3.98092E-005,999,19857,790377,249,74,133.38,Y,101,depth_fusion101_timing.csv,494.87630303,0,689.23689899,35.1693939394,0,653.968252525,0,109.236414141,82.0899494949,27.0709494949,1324.78727273,,101,0.057113
../benchmarks/depth_fusion102,1,1,0,0,64,0,2,0,2,1,2,2,0,0,1,74,38,69,59,4.43466E-005,999,19900,820777,258,74,132.99,Y,102,depth_fusion102_timing.csv,496.509939394,0,687.516161616,34.9953333333,0,652.415616162,0,104.187323232,82.0937878788,22.0149393939,1319.79,,102,0.056988
../benchmarks/depth_fusion103,1,1,0,0,64,0,2,0,2,1,2,2,0,1,1,73,37,66,59,3.98092E-005,999,19801,790212,250,74,133.24,Y,103,depth_fusion103_timing.csv,494.100868687,0,688.217040404,35.2398484848,0,652.873656566,0,103.851787879,81.7108585859,22.0641111111,1317.53212121,,103,0.057113
../benchmarks/depth_fusion112,1,1,0,0,64,0,2,1,1,1,1,1,0,0,1,61,32,57,33,0.000176413,999,21138,1125697,224,41,121.53,Y,112,depth_fusion112_timing.csv,496.406454545,0,683.363868687,35.296030303,0,647.959848485,0,1802.49747475,82.8137070707,1719.59010101,3013.77636364,,112,0.05698
../benchmarks/depth_fusion113,1,1,0,0,64,0,2,1,1,1,1,1,0,1,1,53,27,39,33,0.000152892,999,12961,670570,161,41,133.22,Y,113,depth_fusion113_timing.csv,497.037444444,0,683.769747475,35.7592121212,0,647.905141414,0,113.976070707,85.0319494949,28.8639292929,1326.71555556,,113,0.057038
../benchmarks/depth_fusion114,1,1,0,0,64,0,2,1,1,1,1,2,0,0,1,61,32,51,33,0.000177456,999,21049,868937,192,41,120.36,Y,114,depth_fusion114_timing.csv,503.594242424,0,681.454282828,35.2718585859,0,646.082858586,0,1817.71656566,84.8421414141,1732.78363636,3035.26484848,,114,0.05702
../benchmarks/depth_fusion115,1,1,0,0,64,0,2,1,1,1,1,2,0,1,1,52,26,39,33,0.000153795,999,12910,615844,156,41,135.53,Y,115,depth_fusion115_timing.csv,492.033707071,0,671.52059596,36.2764343434,0,635.143858586,0,110.482575758,86.7442929293,23.6598282828,1304.97989899,,115,0.056993
../benchmarks/depth_fusion116,1,1,0,0,64,0,2,1,1,1,2,1,0,0,1,62,33,50,33,0.000165626,999,21271,871193,191,41,121.05,Y,116,depth_fusion116_timing.csv,494.268737374,0,680.186848485,34.9630707071,0,645.124646465,0,1805.71474747,81.9700808081,1723.65727273,3011.53757576,,116,0.05699
../benchmarks/depth_fusion117,1,1,0,0,64,0,2,1,1,1,2,1,0,1,1,53,27,39,33,0.000136543,999,13042,633938,153,41,130.49,Y,117,depth_fusion117_timing.csv,493.775727273,0,683.891949495,34.964989899,0,648.831353535,0,108.166474747,81.4567272727,26.6366161616,1317.22676768,,117,0.056968
../benchmarks/depth_fusion118,1,1,0,0,64,0,2,1,1,1,2,2,0,0,1,61,32,51,33,0.000165561,999,21148,868425,194,41,121.31,Y,118,depth_fusion118_timing.csv,494.779636364,0,676.561292929,35.410030303,0,641.050383838,0,1797.41848485,83.9022525253,1713.4279798,3000.25646465,,118,0.05702
../benchmarks/depth_fusion119,1,1,0,0,64,0,2,1,1,1,2,2,0,1,1,52,26,40,33,0.000136489,999,12919,631301,156,41,124.84,Y,119,depth_fusion119_timing.csv,492.981272727,0,670.611919192,36.0905353535,0,634.422151515,0,110.800969697,88.2508181818,22.4731616162,1305.48919192,,119,0.056993
../benchmarks/depth_fusion121,1,1,0,0,64,0,2,1,1,2,1,1,0,1,1,74,36,55,66,4.12134E-005,999,20636,876306,238,82,124.26,Y,121,depth_fusion121_timing.csv,494.323343434,0,672.172646465,36.3636363636,0,635.709636364,0,121.573545455,89.7585555556,31.7392121212,1318.71909091,,121,0.056909
../benchmarks/depth_fusion123,1,1,0,0,64,0,2,1,1,2,1,2,0,1,1,74,36,55,66,3.03376E-005,999,20677,877170,240,82,128.15,Y,123,depth_fusion123_timing.csv,496.717414141,0,676.798212121,35.6022121212,0,641.095747475,0,112.439010101,85.690010101,26.6719393939,1317.58949495,,123,0.057038
../benchmarks/depth_fusion125,1,1,0,0,64,0,2,1,1,2,2,1,0,1,1,76,37,57,66,2.97652E-005,999,20873,879890,240,82,123.07,Y,125,depth_fusion125_timing.csv,493.918757576,0,683.037808081,35.1151616162,0,647.822191919,0,110.638212121,82.1645858586,28.3984444444,1318.75656566,,125,0.056993
../benchmarks/depth_fusion127,1,1,0,0,64,0,2,1,1,2,2,2,0,1,1,76,37,57,66,2.33543E-005,999,20848,880882,242,82,123.96,Y,127,depth_fusion127_timing.csv,495.822808081,0,670.660070707,36.4516464646,0,634.105454545,0,113.679,89.3241212121,24.275020202,1311.31161616,,127,0.057038
../benchmarks/depth_fusion129,1,1,0,0,64,0,2,1,2,1,1,1,0,1,1,66,33,48,66,0.000147047,999,19046,786482,216,82,105.16,Y,129,depth_fusion129_timing.csv,494.309989899,0,683.130545455,34.7932929293,0,648.238737374,0,118.16279798,81.6232323232,36.4652828283,1327.02050505,,129,0.056993
../benchmarks/depth_fusion131,1,1,0,0,64,0,2,1,2,1,1,2,0,1,1,66,32,48,66,0.000147863,999,18961,735182,211,82,103.05,Y,131,depth_fusion131_timing.csv,493.821090909,0,669.496737374,36.0642727273,0,633.32910101,0,119.21359596,88.4835858586,30.652979798,1314.28626263,,131,0.056993
../benchmarks/depth_fusion133,1,1,0,0,64,0,2,1,2,1,2,1,0,1,1,66,33,47,66,0.000159237,999,19087,735007,210,82,108.76,Y,133,depth_fusion133_timing.csv,495.020686869,0,684.273131313,34.7696767677,0,649.403919192,0,111.591969697,81.1382121212,30.3793030303,1322.18525253,,133,0.057038
../benchmarks/depth_fusion135,1,1,0,0,64,0,2,1,2,1,2,2,0,1,1,66,32,48,66,0.000159237,999,19014,735054,211,82,104.18,Y,135,depth_fusion135_timing.csv,494.762676768,0,684.752121212,34.7794444444,0,649.870575758,0,106.245484848,81.1736161616,24.9953232323,1317.06868687,,135,0.057043
../benchmarks/depth_fusion144,1,1,0,0,64,1,0,0,1,1,1,1,0,0,1,55,28,56,31,4.76837E-005,999,15265,1148237,241,39,133.17,Y,144,depth_fusion144_timing.csv,496.435626263,0,680.135444444,34.9692424242,0,645.064282828,0,3636.29868687,83.2349090909,3552.97363636,4844.19181818,,144,0.056953
../benchmarks/depth_fusion145,1,1,0,0,64,1,0,0,1,1,1,1,0,1,1,57,29,63,31,4.76837E-005,999,15391,1172186,246,39,133.44,Y,145,depth_fusion145_timing.csv,492.965030303,0,680.199020202,34.9566868687,0,645.142171717,0,3600.95717172,81.5150909091,3519.35353535,4805.36757576,,145,0.056988
../benchmarks/depth_fusion152,1,1,0,0,64,1,0,0,2,1,1,1,0,0,1,68,35,69,55,4.76837E-005,999,20269,1428096,307,70,132.24,Y,152,depth_fusion152_timing.csv,497.040181818,0,680.153191919,34.8514747475,0,645.197969697,0,1961.61171717,83.9087575758,1877.6140404,3170.12676768,,152,0.056988
