ID_x,knob_simd,knob_compute_units,knob_xyz_loop,knob_entryid_loop,knob_entryid_num_wi,knob_hardcode_size,knob_cache_voxels,knob_xyz_loop_flat,knob_xyz_unroll,knob_entryid_unroll,knob_voxel_unroll,knob_voxel_out_unroll,knob_depth_local,knob_branch_pos,knob_unused,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,time,logic,mem,ram,dsp,fmax,verif,error,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12
../benchmarks/depth_fusion91,1,1,0,0,64,0,2,0,1,2,1,2,0,1,1,84,42,69,66,1.73334E-005,54.8824,22555,914944,284,82,136.91,P,N,Y,91,depth_fusion91_timing.csv,303.609873418,0,609.274582278,44.9159873418,0,564.245759494,0,133.234392405,64.4530253165,68.7035822785,1069.09379747,
../benchmarks/depth_fusion92,1,1,0,0,64,0,2,0,1,2,2,1,0,0,1,86,44,75,66,1.90189E-005,57.8765,22691,954926,292,82,132.87,P,N,Y,92,depth_fusion92_timing.csv,300.880303797,0,624.816151899,46.5625443038,0,578.135518987,0,143.936860759,70.9946329114,72.863,1091.86911392,
../benchmarks/depth_fusion93,1,1,0,0,64,0,2,0,1,2,2,1,0,1,1,85,43,71,66,1.70063E-005,58.2529,22696,917664,284,82,133.01,P,N,Y,93,depth_fusion93_timing.csv,303.914265823,0,609.879303797,45.2017594937,0,564.562962025,0,137.437278481,64.4124177215,72.9487468354,1074.14987342,
../benchmarks/depth_fusion94,1,1,0,0,64,0,2,0,1,2,2,2,0,0,1,86,44,75,66,1.86693E-005,48.5855,22780,955918,294,82,133.1,P,N,Y,94,depth_fusion94_timing.csv,300.963088608,0,609.958291139,45.0624810127,0,564.781240506,0,125.597911392,64.4337088608,61.0864050633,1059.47594937,
../benchmarks/depth_fusion95,1,1,0,0,64,0,2,0,1,2,2,2,0,1,1,85,43,71,66,1.66793E-005,49.5342,22748,918656,286,82,132.2,P,N,Y,95,depth_fusion95_timing.csv,301.356683544,0,610.951582278,45.0383797468,0,565.798974684,0,126.751443038,64.512835443,62.1611392405,1061.95911392,
../benchmarks/depth_fusion96,1,1,0,0,64,0,2,0,2,1,1,1,0,0,1,76,39,72,59,4.11631E-005,59.4452,20193,917817,278,74,137.11,P,N,Y,96,depth_fusion96_timing.csv,299.532037975,0,617.966683544,46.3299240506,0,571.522405063,0,142.935873418,68.1606708861,74.6978987342,1082.43151899,
../benchmarks/depth_fusion97,1,1,0,0,64,0,2,0,2,1,1,1,0,1,1,74,37,68,59,3.67616E-005,59.6351,19920,878879,267,74,136.87,P,N,Y,97,depth_fusion97_timing.csv,298.346278481,0,621.99521519,46.4786835443,0,575.397974684,0,144.629746835,69.6893924051,74.8603164557,1086.69924051,
../benchmarks/depth_fusion98,1,1,0,0,64,0,2,0,2,1,1,2,0,0,1,74,38,69,59,4.13902E-005,48.3456,19849,820905,258,74,136.79,P,N,Y,98,depth_fusion98_timing.csv,295.861898734,0,623.760455696,46.5348734177,0,577.112101266,0,131.396797468,70.5037594937,60.8154936709,1073.03202532,
../benchmarks/depth_fusion99,1,1,0,0,64,0,2,0,2,1,1,2,0,1,1,73,37,66,59,3.69657E-005,50.3552,19731,790340,251,74,131.01,P,N,Y,99,depth_fusion99_timing.csv,301.518582278,0,609.838329114,45.2089240506,0,564.514544304,0,127.799835443,64.6034683544,63.1184683544,1062.05962025,
../benchmarks/depth_fusion100,1,1,0,0,64,0,2,0,2,1,2,1,0,0,1,74,38,67,59,4.13902E-005,52.15,19961,820878,257,74,130.47,P,N,Y,100,depth_fusion100_timing.csv,299.636670886,0,623.569113924,46.6945696203,0,576.760303797,0,134.912506329,69.4083670886,65.4266582278,1080.16075949,
../benchmarks/depth_fusion101,1,1,0,0,64,0,2,0,2,1,2,1,0,1,1,73,37,65,59,3.98092E-005,50.3298,19843,790377,249,74,136.79,P,N,Y,101,depth_fusion101_timing.csv,301.599683544,0,610.309949367,45.1260886076,0,565.06935443,0,127.602987342,64.4744177215,63.0513924051,1062.42708861,
../benchmarks/depth_fusion102,1,1,0,0,64,0,2,0,2,1,2,2,0,0,1,74,38,69,59,4.43466E-005,39.9639,19900,820777,258,74,132.99,P,N,Y,102,depth_fusion102_timing.csv,301.828962025,0,610.294379747,45.0979493671,0,565.083797468,0,114.72121519,64.4400253165,50.2055189873,1049.87506329,
../benchmarks/depth_fusion103,1,1,0,0,64,0,2,0,2,1,2,2,0,1,1,73,37,66,59,3.98092E-005,40.1566,19755,790212,250,74,133.03,P,N,Y,103,depth_fusion103_timing.csv,298.949075949,0,623.137797468,46.5585316456,0,576.462493671,0,120.609316456,69.9247594937,50.6065189873,1065.08278481,
../benchmarks/depth_fusion112,1,1,0,0,64,0,2,1,1,1,1,1,0,0,1,61,33,57,33,0.000176413,3804.11,21150,1125505,225,41,123.9,P,N,Y,112,depth_fusion112_timing.csv,299.424531646,0,619.630316456,46.4168860759,0,573.095075949,0,4800.64518987,69.6618607595,4730.89253165,5741.5378481,
../benchmarks/depth_fusion113,1,1,0,0,64,0,2,1,1,1,1,1,0,1,1,53,27,39,33,0.000152892,63.4299,12947,670523,160,41,129.81,P,N,Y,113,depth_fusion113_timing.csv,295.993265823,0,619.902493671,46.3017468354,0,573.485050633,0,150.73343038,71.3173164557,79.336721519,1088.98544304,
../benchmarks/depth_fusion114,1,1,0,0,64,0,2,1,1,1,1,2,0,0,1,61,32,51,33,0.000177456,4185.96,21033,868937,192,41,112.35,P,N,Y,114,depth_fusion114_timing.csv,305.054329114,0,620.36035443,46.1809620253,0,574.060822785,0,5276.10620253,66.936443038,5209.07670886,6223.99341772,
../benchmarks/depth_fusion115,1,1,0,0,64,0,2,1,1,1,1,2,0,1,1,52,26,39,33,0.000153795,52.084,12934,615844,156,41,129.18,P,N,Y,115,depth_fusion115_timing.csv,303.689443038,0,610.495379747,45.0725063291,0,565.309265823,0,129.898949367,64.4497721519,65.3716962025,1067.00544304,
../benchmarks/depth_fusion116,1,1,0,0,64,0,2,1,1,1,2,1,0,0,1,62,33,50,33,0.000165626,4230.39,21275,871193,191,41,111.2,P,N,Y,116,depth_fusion116_timing.csv,301.378151899,0,619.88164557,46.5546455696,0,573.210240506,0,5349.14164557,68.0445822785,5281.00468354,6292.26405063,
../benchmarks/depth_fusion117,1,1,0,0,64,0,2,1,1,1,2,1,0,1,1,53,27,39,33,0.000136543,58.0051,13063,633938,153,41,127.79,P,N,Y,117,depth_fusion117_timing.csv,300.208721519,0,611.063696203,45.1585443038,0,565.790924051,0,137.38464557,64.4706075949,72.8351772152,1071.66620253,
../benchmarks/depth_fusion118,1,1,0,0,64,0,2,1,1,1,2,2,0,0,1,61,32,51,33,0.000165561,3869.49,21160,868425,194,41,121.16,P,N,Y,118,depth_fusion118_timing.csv,299.200088608,0,619.642594937,46.3788734177,0,573.146379747,0,4875.77493671,68.7943164557,4806.89050633,5816.39278481,
../benchmarks/depth_fusion119,1,1,0,0,64,0,2,1,1,1,2,2,0,1,1,52,26,40,33,0.000136489,43.2295,12956,631301,156,41,137.34,P,N,Y,119,depth_fusion119_timing.csv,299.658974684,0,609.753974684,45.2404050633,0,564.401405063,0,119.052746835,64.5155822785,54.4601139241,1051.46696203,
../benchmarks/depth_fusion121,1,1,0,0,64,0,2,1,1,2,1,1,0,1,1,74,36,55,66,4.12134E-005,68.5725,20636,876306,238,82,124.26,P,N,Y,121,depth_fusion121_timing.csv,304.833063291,0,610.730151899,45.2671012658,0,565.350316456,0,151.030873418,64.4303924051,86.523556962,1089.51607595,
../benchmarks/depth_fusion123,1,1,0,0,64,0,2,1,1,2,1,2,0,1,1,74,36,55,66,3.03376E-005,57.1016,20677,877170,240,82,128.15,P,N,Y,123,depth_fusion123_timing.csv,300.113151899,0,621.498227848,46.5794303797,0,574.803341772,0,142.202860759,70.4832658228,71.6410759494,1086.42911392,
../benchmarks/depth_fusion125,1,1,0,0,64,0,2,1,1,2,2,1,0,1,1,76,37,57,66,2.97652E-005,61.0105,20873,879890,240,82,123.07,P,N,Y,125,depth_fusion125_timing.csv,301.349607595,0,610.437151899,45.0031012658,0,565.318734177,0,140.850443038,64.4136455696,76.3587594937,1075.54898734,
../benchmarks/depth_fusion127,1,1,0,0,64,0,2,1,1,2,2,2,0,1,1,76,37,57,66,2.33543E-005,50.8812,20848,880882,242,82,123.96,P,N,Y,127,depth_fusion127_timing.csv,299.381670886,0,621.971303797,46.399443038,0,575.454886076,0,134.278468354,70.230556962,63.9680126582,1077.51303797,
../benchmarks/depth_fusion129,1,1,0,0,64,0,2,1,2,1,1,1,0,1,1,66,33,48,66,0.000147047,75.1925,19035,786482,216,82,102.07,P,N,Y,129,depth_fusion129_timing.csv,301.278303797,0,609.677075949,45.1063670886,0,564.455025316,0,158.546164557,64.468164557,93.9995316456,1092.40417722,
../benchmarks/depth_fusion131,1,1,0,0,64,0,2,1,2,1,1,2,0,1,1,66,32,48,66,0.000147863,56.0028,18988,735182,211,82,112.05,P,N,Y,131,depth_fusion131_timing.csv,301.203670886,0,609.856050633,45.0718101266,0,564.669265823,0,134.600658228,64.4195189873,70.1041772152,1068.56531646,
../benchmarks/depth_fusion133,1,1,0,0,64,0,2,1,2,1,2,1,0,1,1,66,33,47,66,0.000159237,63.7793,19115,735007,210,82,100.63,P,N,Y,133,depth_fusion133_timing.csv,300.281075949,0,610.898531646,45.062,0,565.722139241,0,144.628670886,64.5329746835,80.0188860759,1078.74303797,
../benchmarks/depth_fusion135,1,1,0,0,64,0,2,1,2,1,2,2,0,1,1,66,32,48,66,0.000159237,46.8535,19055,735054,211,82,105.66,P,N,Y,135,depth_fusion135_timing.csv,304.703810127,0,611.495303797,45.2155443038,0,566.166367089,0,123.777050633,64.424835443,59.2755949367,1062.91873418,
../benchmarks/depth_fusion144,1,1,0,0,64,1,0,0,1,1,1,1,0,0,1,55,28,56,31,4.76837E-005,7998.57,15249,1148237,241,39,133.45,P,N,Y,144,depth_fusion144_timing.csv,299.604493671,0,618.59856962,46.3842531646,0,572.094974684,0,10007.4221519,69.1166202532,9938.20620253,10947.4307595,
../benchmarks/depth_fusion145,1,1,0,0,64,1,0,0,1,1,1,1,0,1,1,57,29,63,31,4.76837E-005,7949.55,15345,1172186,246,39,133.19,P,N,Y,145,depth_fusion145_timing.csv,298.744303797,0,618.474392405,46.3826962025,0,571.971886076,0,9948.09481013,69.9915949367,9878.00936709,10887.1950633,
