ID_x,knob_point_interpolation,knob_normal_interpolation,knob_nabla_unroll,knob_hessian_unroll,knob_branch,knob_nabla_sumtype,knob_hessian_sumtype,knob_shift_register,knob_flatten_loop,knob_use_wi,knob_pipe_depth,knob_compute_units,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12
../benchmarks/icp540,0,1,0,1,1,1,0,2,0,0,2,1,72,37,55,65,2.88825e-05,25446,586492,247,75,133.01,Y,540,icp540_timing.csv,333.705531646,0.0,613.641202532,47.0672911392,0.0,566.480962025,0.0,712.978379747,64.9107721519,647.996810127,1683.3464557,
../benchmarks/icp541,0,1,0,1,1,1,0,2,1,0,2,1,72,37,54,65,9.61809e-05,25121,611023,252,75,141.18,Y,541,icp541_timing.csv,311.317075949,0.0,615.867607595,47.841164557,0.0,567.929620253,0.0,723.369113924,66.7433164557,656.549822785,1673.32303797,
../benchmarks/icp552,0,1,0,1,1,2,0,2,0,0,2,1,83,43,65,65,2.88825e-05,27643,606616,271,75,136.7,Y,552,icp552_timing.csv,330.835962025,0.0,657.725797468,54.1825696203,0.0,603.445696203,0.0,846.671240506,68.5360126582,778.055518987,1858.00658228,
../benchmarks/icp553,0,1,0,1,1,2,0,2,1,0,2,1,82,42,64,65,9.61809e-05,27339,631147,276,75,141.06,Y,553,icp553_timing.csv,316.499518987,0.0,615.038405063,47.0056835443,0.0,567.935835443,0.0,715.578101266,64.9462405063,650.554012658,1670.44658228,
../benchmarks/icp554,0,1,0,1,1,2,0,4,0,0,2,1,88,46,66,65,2.88825e-05,31512,613532,271,75,143.41,Y,554,icp554_timing.csv,305.691873418,0.0,613.618113924,47.6849620253,0.0,565.834037975,0.0,718.720265823,66.1190379747,652.524405063,1661.49151899,
../benchmarks/icp555,0,1,0,1,1,2,0,4,1,0,2,1,87,44,65,65,9.61809e-05,30501,638063,276,75,132.62,Y,555,icp555_timing.csv,326.790164557,0.0,614.126759494,47.0083417722,0.0,567.023898734,0.0,714.520632911,65.0021392405,649.443291139,1678.42898734,
../benchmarks/icp576,0,1,1,0,0,0,0,2,0,0,2,1,73,37,51,56,1.12993e-05,23448,595114,222,65,114.39,Y,576,icp576_timing.csv,436.954151899,0.0,615.362405063,47.2906202532,0.0,567.974911392,0.0,715.611088608,64.8914050633,650.644734177,1791.27405063,
../benchmarks/icp577,0,1,1,0,0,0,0,2,1,0,2,1,73,37,51,56,2.54235e-05,23661,622122,225,65,115.04,Y,577,icp577_timing.csv,430.834303797,0.0,614.809189873,47.7160632911,0.0,566.998405063,0.0,722.044860759,66.2340632911,655.735620253,1790.60227848,
../benchmarks/icp588,0,1,1,0,0,1,0,2,0,0,2,1,75,38,51,56,1.12993e-05,23490,595114,222,65,113.13,Y,588,icp588_timing.csv,448.437126582,0.0,622.539746835,48.3296582278,0.0,574.100037975,0.0,727.265417722,65.2764303797,661.899341772,1821.37594937,
../benchmarks/icp589,0,1,1,0,0,1,0,2,1,0,2,1,76,38,51,56,2.54235e-05,23710,622634,225,65,115.11,Y,589,icp589_timing.csv,441.454379747,0.0,625.802037975,48.5390253165,0.0,577.162936709,0.0,731.028772152,68.0499873418,662.900898734,1820.54189873,
../benchmarks/icp600,0,1,1,0,0,2,0,2,0,0,2,1,75,38,52,56,1.12993e-05,25582,595366,229,65,109.87,Y,600,icp600_timing.csv,442.818936709,0.0,612.492151899,47.6482531646,0.0,564.746063291,0.0,717.006848101,67.4516835443,649.477974684,1795.0464557,
../benchmarks/icp601,0,1,1,0,0,2,0,2,1,0,2,1,75,38,51,56,2.54235e-05,25569,621889,231,65,115.94,Y,601,icp601_timing.csv,421.863556962,0.0,626.443772152,48.9479113924,0.0,577.392189873,0.0,733.66256962,68.453278481,665.127012658,1804.59075949,
../benchmarks/icp602,0,1,1,0,0,2,0,4,0,0,2,1,80,41,52,56,1.12993e-05,29441,603306,229,65,108.38,Y,602,icp602_timing.csv,448.049037975,0.0,616.360265823,47.2487974684,0.0,569.016405063,0.0,715.566582278,64.801721519,650.690898734,1803.0056962,
../benchmarks/icp603,0,1,1,0,0,2,0,4,1,0,2,1,79,40,52,56,2.54235e-05,28748,629829,231,65,114.01,Y,603,icp603_timing.csv,435.450962025,0.0,614.104594937,47.0316708861,0.0,566.976544304,0.0,713.861658228,64.7737088608,649.013860759,1786.3421519,
../benchmarks/icp624,0,1,1,0,1,0,0,2,0,0,2,1,73,38,51,52,3.19268e-05,23844,586593,220,60,116.83,Y,624,icp624_timing.csv,447.381835443,0.0,613.498379747,47.4290506329,0.0,565.969177215,0.0,721.29764557,67.3952531646,653.825329114,1805.05113924,
../benchmarks/icp625,0,1,1,0,1,0,0,2,1,0,2,1,73,38,50,52,3.19268e-05,24168,612469,229,60,117.3,Y,625,icp625_timing.csv,444.373392405,0.0,615.262341772,47.1058481013,0.0,568.058050633,0.0,712.897556962,64.5859493671,648.235468354,1795.47848101,
../benchmarks/icp636,0,1,1,0,1,1,0,2,0,0,2,1,71,36,52,52,3.19268e-05,24158,586127,219,60,117.75,Y,636,icp636_timing.csv,420.589506329,0.0,612.904582278,47.6113291139,0.0,565.194949367,0.0,719.63,67.5171012658,652.035848101,1775.79037975,
../benchmarks/icp637,0,1,1,0,1,1,0,2,1,0,2,1,70,36,51,52,3.19268e-05,24206,611395,226,60,118.52,Y,637,icp637_timing.csv,421.620265823,0.0,615.13921519,46.7383291139,0.0,568.291962025,0.0,715.473050633,64.9084556962,650.485126582,1775.19126582,
../benchmarks/icp648,0,1,1,0,1,2,0,2,0,0,2,1,80,41,58,52,3.19268e-05,26257,606251,243,60,116.21,Y,648,icp648_timing.csv,423.271734177,0.0,614.765405063,46.8562911392,0.0,567.814392405,0.0,711.20364557,64.7031772152,646.425696203,1772.20379747,
../benchmarks/icp649,0,1,1,0,1,2,0,2,1,0,2,1,79,40,57,52,3.19268e-05,26226,631519,250,60,114.82,Y,649,icp649_timing.csv,407.239759494,0.0,624.38056962,48.205721519,0.0,576.066911392,0.0,734.522455696,69.2566582278,665.18521519,1788.76759494,
../benchmarks/icp650,0,1,1,0,1,2,0,4,0,0,2,1,85,44,59,52,3.19268e-05,30161,613167,243,60,117.34,Y,650,icp650_timing.csv,416.04656962,0.0,614.593164557,47.2923670886,0.0,567.202734177,0.0,715.213721519,65.3584050633,649.779518987,1768.81620253,
../benchmarks/icp651,0,1,1,0,1,2,0,4,1,0,2,1,83,42,58,52,3.19268e-05,29515,638435,250,60,112.85,Y,651,icp651_timing.csv,432.529746835,0.0,613.522556962,47.6702658228,0.0,565.753291139,0.0,720.972860759,66.4483797468,654.44743038,1790.13088608,
../benchmarks/icp672,0,1,1,1,0,0,0,2,0,0,2,1,70,35,56,70,2.40687e-05,24280,597251,252,80,139.68,Y,672,icp672_timing.csv,311.321341772,0.0,615.098607595,47.3162911392,0.0,567.683506329,0.0,717.150632911,65.8835696203,651.190873418,1666.45670886,
../benchmarks/icp673,0,1,1,1,0,0,0,2,1,0,2,1,69,35,55,70,9.61809e-05,24030,620675,256,80,141.4,Y,673,icp673_timing.csv,300.362898734,0.0,614.234708861,46.8750506329,0.0,567.261594937,0.0,711.033582278,64.5439620253,646.412860759,1648.58759494,
../benchmarks/icp684,0,1,1,1,0,1,0,2,0,0,2,1,71,36,57,70,2.40687e-05,24249,596979,251,80,142.3,Y,684,icp684_timing.csv,313.631151899,0.0,616.349341772,47.1566962025,0.0,569.095063291,0.0,718.74478481,64.9414810127,653.727658228,1672.04974684,
../benchmarks/icp685,0,1,1,1,0,1,0,2,1,0,2,1,70,35,56,70,9.61809e-05,23974,621080,256,80,137.34,Y,685,icp685_timing.csv,323.915658228,0.0,621.193620253,47.8105189873,0.0,573.283620253,0.0,723.659455696,66.0785949367,657.500759494,1691.89670886,
../benchmarks/icp696,0,1,1,1,0,2,0,2,0,0,2,1,73,37,55,70,2.40687e-05,26455,597536,259,80,137.06,Y,696,icp696_timing.csv,305.726708861,0.0,616.529670886,47.2206582278,0.0,569.210518987,0.0,718.900291139,65.433721519,653.388025316,1664.13911392,
../benchmarks/icp697,0,1,1,1,0,2,0,2,1,0,2,1,72,36,55,70,9.61809e-05,25981,620484,263,80,141.12,Y,697,icp697_timing.csv,298.80956962,0.0,626.057898734,48.6684303797,0.0,577.286670886,0.0,736.207556962,70.4816835443,665.642797468,1683.64721519,
../benchmarks/icp698,0,1,1,1,0,2,0,4,0,0,2,1,78,40,56,70,2.40687e-05,30262,605476,259,80,133.77,Y,698,icp698_timing.csv,313.824721519,0.0,614.668278481,47.3576962025,0.0,567.21164557,0.0,716.865848101,64.4800759494,652.308746835,1668.3235443,
../benchmarks/icp699,0,1,1,1,0,2,0,4,1,0,2,1,76,38,55,70,9.61809e-05,29189,628424,263,80,141.5,Y,699,icp699_timing.csv,307.630341772,0.0,612.962822785,47.2545316456,0.0,565.608417722,0.0,717.917481013,67.0790126582,650.759949367,1661.57253165,
../benchmarks/icp720,0,1,1,1,1,0,0,2,0,0,2,1,73,38,55,70,2.88825e-05,24619,588418,256,80,136.87,Y,720,icp720_timing.csv,328.607531646,0.0,615.266063291,47.7056835443,0.0,567.462797468,0.0,725.338544304,67.5890379747,657.670367089,1691.92658228,
../benchmarks/icp721,0,1,1,1,1,0,0,2,1,0,2,1,73,38,55,70,9.61809e-05,24449,612176,260,80,136.98,Y,721,icp721_timing.csv,327.89935443,0.0,613.653151899,47.5392025316,0.0,566.014227848,0.0,718.281518987,66.5000506329,651.702556962,1682.78708861,
../benchmarks/icp732,0,1,1,1,1,1,0,2,0,0,2,1,70,36,55,70,2.40687e-05,24960,588803,257,80,143.24,Y,732,icp732_timing.csv,297.368506329,0.0,613.467746835,47.3123670886,0.0,566.058822785,0.0,714.420835443,64.8516329114,649.493278481,1648.23493671,
../benchmarks/icp733,0,1,1,1,1,1,0,2,1,0,2,1,69,35,55,70,9.61809e-05,24581,611806,262,80,143.88,Y,733,icp733_timing.csv,290.318367089,0.0,614.085113924,47.2613924051,0.0,566.724670886,0.0,714.23021519,64.6881139241,649.466101266,1641.71924051,
../benchmarks/icp744,0,1,1,1,1,2,0,2,0,0,2,1,80,41,63,70,2.40687e-05,27396,608483,278,80,143.78,Y,744,icp744_timing.csv,299.541405063,0.0,614.13664557,46.017556962,0.0,568.003734177,0.0,717.707468354,64.7731012658,652.857481013,1654.29506329,
../benchmarks/icp745,0,1,1,1,1,2,0,2,1,0,2,1,78,39,62,70,9.61809e-05,26993,631486,283,80,141.24,Y,745,icp745_timing.csv,297.325341772,0.0,614.970670886,47.7649240506,0.0,567.107683544,0.0,723.77143038,67.5678860759,656.124468354,1658.75556962,
../benchmarks/icp747,0,1,1,1,1,2,0,4,1,0,2,1,82,41,63,70,9.61809e-05,30096,638402,283,80,143.53,Y,747,icp747_timing.csv,295.68578481,0.0,614.452556962,47.3078227848,0.0,567.045962025,0.0,717.76935443,66.285278481,651.406810127,1651.05177215,
