ID_x,knob_point_interpolation,knob_normal_interpolation,knob_nabla_unroll,knob_hessian_unroll,knob_branch,knob_nabla_sumtype,knob_hessian_sumtype,knob_shift_register,knob_flatten_loop,knob_use_wi,knob_pipe_depth,knob_compute_units,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12,ID,ate
../benchmarks/icp157,0,0,0,1,1,1,0,2,1,0,2,1,72,37,54,65,9.61809e-05,25121,611023,252,75,141.18,Y,157,icp157_timing.csv,412.384080808,0.0,759.591787879,37.4074242424,0.0,722.069939394,0.0,387.650414141,86.133010101,301.446323232,1590.52,,157,0.031958
../benchmarks/icp168,0,0,0,1,1,2,0,2,0,0,2,1,83,43,65,65,2.88825e-05,27643,606616,271,75,136.7,Y,168,icp168_timing.csv,428.47789899,0.0,771.651141414,38.079979798,0.0,733.456606061,0.0,391.994848485,88.1648888889,303.758828283,1622.34080808,,168,0.03154
../benchmarks/icp169,0,0,0,1,1,2,0,2,1,0,2,1,82,42,64,65,9.61809e-05,27339,631147,276,75,141.06,Y,169,icp169_timing.csv,414.343151515,0.0,760.496656566,37.4203636364,0.0,722.962272727,0.0,388.299141414,85.7016969697,302.526464646,1593.72232323,,169,0.031685
../benchmarks/icp170,0,0,0,1,1,2,0,4,0,0,2,1,88,46,66,65,2.88825e-05,31512,613532,271,75,143.41,Y,170,icp170_timing.csv,413.544616162,0.0,761.135646465,37.3816666667,0.0,723.640343434,0.0,387.936363636,85.1365353535,302.728383838,1593.29747475,,170,0.031606
../benchmarks/icp171,0,0,0,1,1,2,0,4,1,0,2,1,87,44,65,65,9.61809e-05,30501,638063,276,75,132.62,Y,171,icp171_timing.csv,434.836090909,0.0,760.538575758,37.8139191919,0.0,722.61130303,0.0,385.798020202,83.3226262626,302.406242424,1611.49636364,,171,0.031633
../benchmarks/icp192,0,0,1,0,0,0,0,2,0,0,2,1,73,37,51,56,1.12993e-05,23448,595114,222,65,114.39,Y,192,icp192_timing.csv,585.565747475,0.0,777.543979798,38.6439494949,0.0,738.783242424,0.0,386.200929293,82.9285555556,303.201636364,1779.3110101,,192,0.032068
../benchmarks/icp193,0,0,1,0,0,0,0,2,1,0,2,1,73,37,51,56,2.54235e-05,23661,622122,225,65,115.04,Y,193,icp193_timing.csv,579.39540404,0.0,759.723737374,37.3790808081,0.0,722.23069697,0.0,383.851414141,82.0954040404,301.688676768,1753.97505051,,193,0.032004
../benchmarks/icp204,0,0,1,0,0,1,0,2,0,0,2,1,75,38,51,56,1.12993e-05,23490,595114,222,65,113.13,Y,204,icp204_timing.csv,607.747535354,0.0,759.96420202,37.3571010101,0.0,722.494464646,0.0,383.601232323,82.2224242424,301.312939394,1781.94676768,,204,0.031541
../benchmarks/icp205,0,0,1,0,0,1,0,2,1,0,2,1,76,38,51,56,2.54235e-05,23710,622634,225,65,115.11,Y,205,icp205_timing.csv,591.911575758,0.0,760.77430303,37.6856666667,0.0,722.975272727,0.0,385.192505051,82.7759191919,302.348949495,1768.60838384,,205,0.031651
../benchmarks/icp216,0,0,1,0,0,2,0,2,0,0,2,1,75,38,52,56,1.12993e-05,25582,595366,229,65,109.87,Y,216,icp216_timing.csv,601.939676768,0.0,761.24069697,37.3518282828,0.0,723.776393939,0.0,384.688949495,83.1545454545,301.467818182,1778.82808081,,216,0.031698
