ID_x,knob_interpolate,knob_refine,knob_index_cache,knob_hash_clcache,knob_voxel_clcache,knob_hardcode_size,knob_use_wi,knob_minmax,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_EstimatedRaycast,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12,ID,ate
../benchmarks/raycasting18,0,0,0,0,1,1,0,0,71,35,44,37,4.76837E-005,22976,1030604,247,38,123.15,Y,18,raycasting18_timing.csv,535.351111111,0,463.524787879,38.094989899,0,425.307686869,301.60819192,0,387.731424242,84.7482323232,302.910181818,1417.05727273,,18,0.031499
../benchmarks/raycasting19,0,0,0,0,1,1,0,1,74,36,47,42,4.76837E-005,22066,1099663,259,44,128.81,Y,19,raycasting19_timing.csv,549.620888889,0,375.295151515,38.5385454545,0,336.631171717,212.931676768,0,382.637434343,82.1351212121,300.425555556,1339.66868687,,19,0.03158
../benchmarks/raycasting20,0,0,0,0,1,1,0,2,79,39,49,57,4.76837E-005,24625,1169003,279,61,131.22,Y,20,raycasting20_timing.csv,544.070888889,0,261.988363636,38.8214949495,0,223.043737374,99.344242425,0,390.336111111,85.6807272727,304.579555556,1227.45575758,,20,0.031569
../benchmarks/raycasting21,0,0,0,0,1,1,1,0,70,34,40,42,0.195312,24350,900282,216,41,132.81,Y,21,raycasting21_timing.csv,537.487212121,0,206.642787879,37.3342727273,0,169.190252525,45.490757576,0,383.496050505,82.4772525253,300.947656566,1158.71161616,,21,0.031363
../benchmarks/raycasting22,0,0,0,0,1,1,1,1,72,34,43,47,0.195312,23398,958914,225,47,133.08,Y,22,raycasting22_timing.csv,535.690939394,0,205.289686869,38.8590909091,0,166.314838384,42.615343435,0,386.919121212,84.7391919192,302.10710101,1157.87272727,,22,0.031316
../benchmarks/raycasting23,0,0,0,0,1,1,1,2,77,37,47,63,0.195312,25721,1058180,266,64,131.04,Y,23,raycasting23_timing.csv,535.95779798,0,197.850424242,38.2037474747,0,159.528,35.828505051,0,390.655747475,87.6353535354,302.931636364,1155.06808081,,23,0.0317
../benchmarks/raycasting27,0,0,0,1,0,0,1,0,80,37,54,44,0.195312,25101,1168591,250,43,129.22,Y,27,raycasting27_timing.csv,532.224191919,0,199.02510101,38.609969697,0,160.299505051,36.600010102,0,383.586575758,82.4123535354,301.102737374,1144.32575758,,27,0.031451
../benchmarks/raycasting28,0,0,0,1,0,0,1,1,80,38,58,51,0.195312,24325,1226711,259,51,132.57,Y,28,raycasting28_timing.csv,549.759545455,0,195.939777778,37.3587373737,0,158.470454545,34.770959596,0,384.240090909,83.6638484848,300.508939394,1160.39313131,,28,0.031357
../benchmarks/raycasting29,0,0,0,1,0,0,1,2,85,41,61,66,0.195312,26628,1325977,300,68,131.82,Y,29,raycasting29_timing.csv,530.66640404,0,193.314383838,38.6887272727,0,154.511070707,30.811575758,0,383.435393939,82.0281212121,301.336727273,1137.00080808,,29,0.031739
../benchmarks/raycasting33,0,0,0,1,0,1,1,0,80,37,54,42,0.195312,24932,1168591,250,41,128.5,Y,33,raycasting33_timing.csv,536.320878788,0,197.514363636,37.3891717172,0,160.00930303,36.309808081,0,384.408747475,82.5611515152,301.780181818,1149.4269697,,33,0.031564
../benchmarks/raycasting34,0,0,0,1,0,1,1,1,78,37,57,47,0.195312,23940,1226711,259,47,128.43,Y,34,raycasting34_timing.csv,535.699292929,0,195.554272727,37.3723131313,0,158.06630303,34.366808081,0,382.25320202,82.1153232323,300.069454545,1144.63888889,,34,0.031457
../benchmarks/raycasting35,0,0,0,1,0,1,1,2,83,40,61,63,0.195312,26291,1325977,300,64,129.53,Y,35,raycasting35_timing.csv,532.239494949,0,193.610515152,38.5678080808,0,154.925111111,31.225616162,0,382.999686869,83.2246464646,299.704292929,1138.48363636,,35,0.031533
../benchmarks/raycasting39,0,0,0,1,1,0,1,0,82,38,56,44,0.195312,25238,1208271,255,43,127.01,Y,39,raycasting39_timing.csv,543.73840404,0,195.598505051,38.5954848485,0,156.882171717,33.182676768,0,382.558313131,81.9416161616,300.545848485,1171.71454545,,39,0.031564
../benchmarks/raycasting40,0,0,0,1,1,0,1,1,82,39,60,51,0.195312,24429,1266391,264,51,136.46,Y,40,raycasting40_timing.csv,532.782525253,0,192.799969697,38.5878989899,0,154.093666667,30.394171718,0,382.997626263,82.7192323232,300.207505051,1138.14959596,,40,0.031516
../benchmarks/raycasting41,0,0,0,1,1,0,1,2,87,41,63,66,0.195312,26741,1365657,305,68,132.88,Y,41,raycasting41_timing.csv,534.984232323,0,186.144606061,37.3064545455,0,148.723090909,25.02359596,0,382.799505051,82.3055252525,300.427090909,1135.1740404,,41,0.031763
