ID_x,knob_interpolate,knob_refine,knob_index_cache,knob_hash_clcache,knob_voxel_clcache,knob_hardcode_size,knob_use_wi,knob_minmax,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Tracking1_Kernel,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_ForwardRender,Raycast_CreateICPMaps_Kernel,Fusion,Fusion_allocate,Fusion_integrate,Fusion_integrate_Kernel,Total_time,Unnamed: 15,ID,ate
../benchmarks/raycasting68,0,0,1,0,1,1,0,2,35,16,27,25,5.72205e-05,66117,4597048,561,64,265.67,Y,68,raycasting68_timing.csv,10.4409141414,0.0,0.0,84.9031658291,2.31253768844,0.0,82.5813768844,0.0,49.936181407,10.7646432161,3.17345728643,7.57970854271,0.0,106.271708543,,68,0.031688
../benchmarks/raycasting69,0,0,1,0,1,1,1,0,32,15,22,18,0.234375,69203,2644602,468,47,304.41,Y,69,raycasting69_timing.csv,10.1768542714,0.0,0.0,47.1564170854,2.34304020101,0.0,44.8049346734,0.0,12.2675412563,10.5999899497,2.96677272727,7.62332160804,0.0,68.1092964824,,69,0.03149
../benchmarks/raycasting70,0,0,1,0,1,1,1,1,33,15,24,21,0.234375,64498,3784058,488,53,291.54,Y,70,raycasting70_timing.csv,9.57764646465,0.0,0.0,46.8841457286,2.26723115578,0.0,44.6082713568,0.0,11.7732112563,10.459040201,2.89906030151,7.54258291457,0.0,67.0942713568,,70,0.031581
../benchmarks/raycasting71,0,0,1,0,1,1,1,2,35,16,24,27,0.234375,67598,3911010,507,70,269.61,Y,71,raycasting71_timing.csv,9.87032160804,0.0,0.0,41.2584773869,2.26154271357,0.0,38.9878693467,0.0,6.11823954774,10.4094974874,2.87106532663,7.52777386935,0.0,61.7218592965,,71,0.031659
../benchmarks/raycasting75,0,0,1,1,0,0,1,0,36,16,27,19,0.234375,66733,4969082,553,49,267.58,Y,75,raycasting75_timing.csv,9.74936548223,0.0,0.0,44.7234723618,2.2095879397,0.0,42.5051658291,0.0,9.74393331658,10.4626934673,2.89169849246,7.56033668342,0.0,65.1015075377,,75,0.031594
../benchmarks/raycasting76,0,0,1,1,0,0,1,1,36,16,28,22,0.234375,65959,5059962,564,57,254.84,Y,76,raycasting76_timing.csv,9.81601507538,0.0,0.0,44.4131105528,2.27636683417,0.0,42.1278442211,0.0,9.39784557789,10.6197487437,2.95812060302,7.64993969849,0.0,65.0285929648,,76,0.031568
../benchmarks/raycasting77,0,0,1,1,0,0,1,2,37,17,29,29,0.234375,69058,5186914,583,74,268.74,Y,77,raycasting77_timing.csv,9.80445728643,0.0,0.0,40.5412462312,2.2226281407,0.0,38.3094472362,0.0,5.49515090452,10.516879397,2.91325628141,7.59265829146,0.0,61.0355778894,,77,0.031793
../benchmarks/raycasting81,0,0,1,1,0,1,1,0,36,16,27,18,0.234375,66540,4969082,553,47,297.0,Y,81,raycasting81_timing.csv,9.49011616162,0.0,0.0,44.0582663317,2.27031658291,0.0,41.7792964824,0.0,8.93409733668,10.3944070352,2.84761616162,7.53963819095,0.0,64.1049246231,,81,0.031607
../benchmarks/raycasting82,0,0,1,1,0,1,1,1,35,16,28,21,0.234375,65652,5059962,564,53,298.86,Y,82,raycasting82_timing.csv,10.4670659898,0.0,0.0,43.3839246231,2.27865326633,0.0,41.0967788945,0.0,8.26014175879,10.4901758794,2.9342020202,7.54393467337,0.0,64.4953768844,,82,0.031535
../benchmarks/raycasting83,0,0,1,1,0,1,1,2,37,17,29,27,0.234375,68629,5186914,583,70,287.85,Y,83,raycasting83_timing.csv,9.4354040404,0.0,0.0,40.3527537688,2.20801005025,0.0,38.1355577889,0.0,5.34074190955,10.5378040201,2.89469849246,7.63154773869,0.0,60.5014070352,,83,0.031633
../benchmarks/raycasting87,0,0,1,1,1,0,1,0,35,16,26,19,0.234375,66484,4893306,544,49,250.31,Y,87,raycasting87_timing.csv,9.66884924623,0.0,0.0,45.3396030151,2.2644120603,0.0,43.0662361809,0.0,10.2675698995,10.4102663317,2.92156281407,7.47713567839,0.0,65.5897487437,,87,0.031659
../benchmarks/raycasting88,0,0,1,1,1,0,1,1,35,16,27,22,0.234375,65786,4984698,555,57,243.07,Y,88,raycasting88_timing.csv,9.62488944724,0.0,0.0,44.7249698492,2.19834673367,0.0,42.5178291457,0.0,9.70884221106,10.5128944724,2.93752261307,7.56471356784,0.0,65.0349748744,,88,0.031837
