ID,knob_compute_units,knob_xyz_loop,knob_entryid_loop,knob_entryid_num_wi,knob_hardcode_size,knob_cache_voxels,knob_xyz_loop_flat,knob_xyz_unroll,knob_entryid_unroll,knob_voxel_unroll,knob_voxel_out_unroll,knob_depth_local,knob_branch_pos,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,time_fpga,logic,mem,ram,dsp,fmax,ID_int,time_gpu,time_cpu
../../benchmarks_de5_14.1/depth_fusion0,1,0,0,64,0,0,0,1,1,1,1,0,0,30,14,31,14,5.72205E-005,4865.73,61192,5940868,599,37,253.1,0,2725.58,46.7064
../../benchmarks_de5_14.1/depth_fusion1,1,0,0,64,0,0,0,1,1,1,1,0,1,32,16,34,14,5.72205E-005,4303.35,62358,5949087,616,37,260.27,1,2147.31,46.7512
../../benchmarks_de5_14.1/depth_fusion2,1,0,0,64,0,0,0,1,2,1,1,0,0,60,33,66,29,5.72205E-005,5290.69,107666,13533323,1164,74,223.06,2,2557.09,46.6989
../../benchmarks_de5_14.1/depth_fusion3,1,0,0,64,0,0,0,1,2,1,1,0,1,62,35,75,29,5.72205E-005,4861.63,110211,13950212,1227,74,231.37,3,2104.36,46.7791
../../benchmarks_de5_14.1/depth_fusion4,1,0,0,64,0,0,0,2,1,1,1,0,0,34,17,33,26,5.72205E-005,2726.1,67599,6252130,630,66,230.57,4,2681.39,44.6263
../../benchmarks_de5_14.1/depth_fusion5,1,0,0,64,0,0,0,2,1,1,1,0,1,36,18,37,26,5.72205E-005,2334.87,68494,6169854,644,66,244.37,5,1960.96,42.584
../../benchmarks_de5_14.1/depth_fusion6,1,0,0,64,0,0,0,2,2,1,1,0,0,68,37,72,52,5.72205E-005,2564.07,120099,14224471,1234,132,237.13,6,2599.73,44.3531
../../benchmarks_de5_14.1/depth_fusion7,1,0,0,64,0,0,0,2,2,1,1,0,1,70,39,81,52,5.72205E-005,2512.83,122307,14410368,1281,132,238.54,7,2005.1,42.5901
../../benchmarks_de5_14.1/depth_fusion8,1,0,0,64,0,0,1,1,1,1,1,0,0,27,12,24,14,0.000228882,15.9858,52746,3951388,457,37,240.73,8,2741.47,46.6014
../../benchmarks_de5_14.1/depth_fusion9,1,0,0,64,0,0,1,1,1,1,1,0,1,28,13,28,14,0.000228882,4389.72,54254,4452983,502,37,240.55,9,2212.82,42.6443
../../benchmarks_de5_14.1/depth_fusion10,1,0,0,64,0,0,1,1,2,1,1,0,0,41,20,38,29,0.000228882,17.9686,71193,6051612,663,74,233.59,10,2763.18,46.5812
../../benchmarks_de5_14.1/depth_fusion11,1,0,0,64,0,0,1,1,2,1,1,0,1,44,23,53,29,0.000228882,4661.46,76833,9049094,868,74,227.06,11,2174.08,43.3711
../../benchmarks_de5_14.1/depth_fusion12,1,0,0,64,0,0,1,2,1,1,1,0,0,31,14,26,29,0.000228882,16.8928,59535,4137576,482,74,162.62,12,2722.4,46.5196
../../benchmarks_de5_14.1/depth_fusion14,1,0,0,64,0,0,1,2,2,1,1,0,0,49,24,42,58,0.000228882,18.2302,85983,6436522,712,148,174.82,14,2826.83,46.3803
../../benchmarks_de5_14.1/depth_fusion15,1,0,0,64,0,0,1,2,2,1,1,0,1,52,27,50,58,0.000228882,18.3519,87408,6715826,759,148,186.18,15,2071.86,54.1879
../../benchmarks_de5_14.1/depth_fusion16,1,0,0,64,0,1,0,1,1,1,1,0,0,35,17,28,14,5.52872E-005,1236.05,71807,4409252,525,37,244.31,16,4221.37,25.789
../../benchmarks_de5_14.1/depth_fusion18,1,0,0,64,0,1,0,1,1,1,2,0,0,35,18,29,14,5.15772E-005,1246.21,71900,4409252,527,37,241.13,18,3895.7,25.8127
../../benchmarks_de5_14.1/depth_fusion20,1,0,0,64,0,1,0,1,1,2,1,0,0,35,18,29,14,5.15772E-005,1224.12,71975,4408740,527,37,247.09,20,3868.74,25.8332
../../benchmarks_de5_14.1/depth_fusion22,1,0,0,64,0,1,0,1,1,2,2,0,0,35,18,29,14,5.15772E-005,1220.04,71882,4408740,527,37,246.79,22,3542.92,26.0086
../../benchmarks_de5_14.1/depth_fusion24,1,0,0,64,0,1,0,1,2,1,1,0,0,71,40,65,29,4.74273E-005,2123.81,127252,8999819,1032,74,216.16,24,4134.04,25.6859
../../benchmarks_de5_14.1/depth_fusion25,1,0,0,64,0,1,0,1,2,1,1,0,1,73,42,80,29,0.000041883,1504.4,122671,8462728,1145,74,235.29,25,3644.13,41.1475
../../benchmarks_de5_14.1/depth_fusion26,1,0,0,64,0,1,0,1,2,1,2,0,0,71,40,65,29,4.39983E-005,1972.98,127062,9017771,1052,74,233.59,26,3784.79,25.4856
../../benchmarks_de5_14.1/depth_fusion27,1,0,0,64,0,1,0,1,2,1,2,0,1,73,42,80,29,4.18044E-005,1555.65,122359,8501704,1187,74,226.55,27,3337.51,40.8773
../../benchmarks_de5_14.1/depth_fusion28,1,0,0,64,0,1,0,1,2,2,1,0,0,71,40,65,29,4.39983E-005,2020.18,127234,9022923,1058,74,227.89,28,3792.92,25.4789
../../benchmarks_de5_14.1/depth_fusion29,1,0,0,64,0,1,0,1,2,2,1,0,1,73,42,80,29,4.18044E-005,1624.64,122370,8513512,1197,74,216.63,29,3332.77,40.904
../../benchmarks_de5_14.1/depth_fusion30,1,0,0,64,0,1,0,1,2,2,2,0,0,71,40,65,29,4.39983E-005,2085.99,127060,9022731,1057,74,219.53,30,3477.05,26.2674
../../benchmarks_de5_14.1/depth_fusion31,1,0,0,64,0,1,0,1,2,2,2,0,1,73,42,81,29,4.18044E-005,1694.48,122401,8512808,1196,74,206.91,31,3021.95,40.7355
../../benchmarks_de5_14.1/depth_fusion32,1,0,0,64,0,1,0,2,1,1,1,0,0,41,21,30,26,5.15772E-005,689.252,87170,4599800,569,66,243.54,32,4162.9,40.8181
../../benchmarks_de5_14.1/depth_fusion34,1,0,0,64,0,1,0,2,1,1,2,0,0,41,21,31,26,5.15772E-005,679.162,87089,4599800,569,66,245.76,34,3827.57,47.2005
../../benchmarks_de5_14.1/depth_fusion36,1,0,0,64,0,1,0,2,1,2,1,0,0,41,21,31,26,5.15772E-005,704.782,87188,4599288,569,66,235.68,36,3808.33,47.2201
../../benchmarks_de5_14.1/depth_fusion38,1,0,0,64,0,1,0,2,1,2,2,0,0,41,21,31,26,5.52613E-005,682.063,87135,4599288,569,66,243.42,38,3486.02,47.2607
../../benchmarks_de5_14.1/depth_fusion40,1,0,0,64,0,1,0,2,2,1,1,0,0,81,46,70,52,4.39983E-005,1104.49,144462,9655066,1382,132,230.68,40,4119.69,40.6208
../../benchmarks_de5_14.1/depth_fusion41,1,0,0,64,0,1,0,2,2,1,1,0,1,80,46,86,52,4.52881E-005,919.191,128420,9144181,1601,132,223.81,41,3543.49,49.0855
../../benchmarks_de5_14.1/depth_fusion42,1,0,0,64,0,1,0,2,2,1,2,0,0,82,46,70,52,4.39983E-005,1177.6,144078,9656794,1384,132,214.08,42,3772.63,47.194
