ID,knob_simd,knob_compute_units,knob_xyz_loop,knob_entryid_loop,knob_entryid_num_wi,knob_hardcode_size,knob_cache_voxels,knob_xyz_loop_flat,knob_xyz_unroll,knob_entryid_unroll,knob_voxel_unroll,knob_voxel_out_unroll,knob_depth_local,knob_branch_pos,knob_unused,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,time,logic,mem,ram,dsp,fmax,verif,error,fit
../benchmarks/depth_fusion249,1,1,0,0,64,1,1,1,1,1,2,1,0,1,1,53,27,43,31,0.000146126,963.191,12793,592672,152,39,133.36,P,N,Y
../benchmarks/depth_fusion250,1,1,0,0,64,1,1,1,1,1,2,1,1,0,1,52,25,91,31,0.000122694,1271.71,13052,2616794,397,39,119.07,P,N,Y
../benchmarks/depth_fusion251,1,1,0,0,64,1,1,1,1,1,2,1,1,1,1,51,25,90,31,0.00010508,934.668,12993,2606949,397,39,137.02,P,N,Y
../benchmarks/depth_fusion252,1,1,0,0,64,1,1,1,1,1,2,2,0,0,1,60,32,44,31,0.000171282,3863.78,20474,670441,167,39,119.8,P,N,Y
../benchmarks/depth_fusion253,1,1,0,0,64,1,1,1,1,1,2,2,0,1,1,53,27,45,31,0.000146126,947.822,12722,592149,153,39,133.97,P,N,Y
../benchmarks/depth_fusion254,1,1,0,0,64,1,1,1,1,1,2,2,1,0,1,52,25,92,31,0.000122694,1186.44,12978,2616438,397,39,126.4,P,N,Y
../benchmarks/depth_fusion255,1,1,0,0,64,1,1,1,1,1,2,2,1,1,1,51,25,92,31,0.00010508,942.101,12957,2606574,397,39,134.35,P,N,Y
../benchmarks/depth_fusion256,1,1,0,0,64,1,1,1,1,2,1,1,0,0,1,89,49,66,63,3.43579e-05,999,34871,1018610,-1,78,-1,F,Y,N
../benchmarks/depth_fusion257,1,1,0,0,64,1,1,1,1,2,1,1,0,1,1,73,36,57,63,4.19929e-05,1008.96,20654,896031,244,78,134.55,P,N,Y
../benchmarks/depth_fusion260,1,1,0,0,64,1,1,1,1,2,1,2,0,0,1,89,49,66,63,2.64291e-05,999,34948,1019474,-1,78,-1,F,Y,N
../benchmarks/depth_fusion261,1,1,0,0,64,1,1,1,1,2,1,2,0,1,1,73,36,57,63,4.12294e-05,1018.1,20650,896889,246,78,132.11,P,N,Y
../benchmarks/depth_fusion264,1,1,0,0,64,1,1,1,1,2,2,1,0,0,1,90,49,66,63,2.64291e-05,999,35046,1022194,-1,78,-1,F,Y,N
../benchmarks/depth_fusion265,1,1,0,0,64,1,1,1,1,2,2,1,0,1,1,74,36,58,63,3.09221e-05,984.867,20806,899615,246,78,136.83,P,N,Y
../benchmarks/depth_fusion268,1,1,0,0,64,1,1,1,1,2,2,2,0,0,1,90,49,66,63,2.11433e-05,999,35119,1023186,-1,78,-1,F,Y,N
../benchmarks/depth_fusion269,1,1,0,0,64,1,1,1,1,2,2,2,0,1,1,74,36,58,63,3.03494e-05,1017.38,20829,900601,248,78,131.21,P,N,Y
../benchmarks/depth_fusion272,1,1,0,0,64,1,1,1,2,1,1,1,0,0,1,86,47,63,63,0.000171282,999,36325,1098296,-1,78,-1,F,Y,N
../benchmarks/depth_fusion273,1,1,0,0,64,1,1,1,2,1,1,1,0,1,1,67,34,51,63,0.000158303,68.002,18476,696866,200,78,106.75,P,N,Y
../benchmarks/depth_fusion275,1,1,0,0,64,1,1,1,2,1,1,1,1,1,1,64,31,94,63,9.44086e-05,66.8583,18867,2613275,397,78,104.11,P,N,Y
../benchmarks/depth_fusion276,1,1,0,0,64,1,1,1,2,1,1,2,0,0,1,86,47,65,63,0.000171282,999,36356,1096872,-1,78,-1,F,Y,N
../benchmarks/depth_fusion277,1,1,0,0,64,1,1,1,2,1,1,2,0,1,1,67,34,53,63,0.000158303,53.6097,18409,696404,201,78,108.33,P,N,Y
../benchmarks/depth_fusion279,1,1,0,0,64,1,1,1,2,1,1,2,1,1,1,64,31,95,63,9.44086e-05,55.5109,18830,2612609,397,78,98.17,P,N,Y
../benchmarks/depth_fusion280,1,1,0,0,64,1,1,1,2,1,2,1,0,0,1,86,47,63,63,0.000171282,999,36297,1097784,-1,78,-1,F,Y,N
../benchmarks/depth_fusion281,1,1,0,0,64,1,1,1,2,1,2,1,0,1,1,67,34,51,63,0.00017048,57.6545,18466,696354,200,78,109.08,P,N,Y
../benchmarks/depth_fusion283,1,1,0,0,64,1,1,1,2,1,2,1,1,1,1,64,31,94,63,0.000101671,54.9842,18864,2612763,397,78,108.02,P,N,Y
../benchmarks/depth_fusion284,1,1,0,0,64,1,1,1,2,1,2,2,0,0,1,86,47,65,63,0.000183517,999,36250,1096744,-1,78,-1,F,Y,N
../benchmarks/depth_fusion285,1,1,0,0,64,1,1,1,2,1,2,2,0,1,1,67,34,53,63,0.00017048,44.7634,18395,696276,201,78,106.32,P,N,Y
../benchmarks/depth_fusion287,1,1,0,0,64,1,1,1,2,1,2,2,1,1,1,64,31,95,63,0.000101671,42.9932,18830,2612097,397,78,104.13,P,N,Y
../benchmarks/depth_fusion304,1,1,0,0,64,1,2,0,1,1,1,1,0,0,1,62,32,59,31,4.41033e-05,64.1093,14836,778975,217,39,137.38,P,N,Y
../benchmarks/depth_fusion305,1,1,0,0,64,1,2,0,1,1,1,1,0,1,1,62,32,55,31,3.82229e-05,61.245,14860,767331,216,39,137.21,P,N,Y
../benchmarks/depth_fusion308,1,1,0,0,64,1,2,0,1,1,1,2,0,0,1,60,31,56,31,4.4364e-05,54.8467,14567,687524,197,39,133.2,P,N,Y
../benchmarks/depth_fusion309,1,1,0,0,64,1,2,0,1,1,1,2,0,1,1,60,31,54,31,3.84488e-05,51.8264,14617,675403,197,39,133.35,P,N,Y
../benchmarks/depth_fusion310,1,1,0,0,64,1,2,0,1,1,1,2,1,0,1,58,29,98,31,3.26625e-05,54.4584,15054,2675043,397,39,129.36,P,N,Y
../benchmarks/depth_fusion311,1,1,0,0,64,1,2,0,1,1,1,2,1,1,1,58,29,99,31,2.83075e-05,49.7774,15188,2674293,397,39,133.54,P,N,Y
../benchmarks/depth_fusion312,1,1,0,0,64,1,2,0,1,1,2,1,0,0,1,61,32,55,31,4.14064e-05,56.9284,14777,689798,194,39,132.71,P,N,Y
../benchmarks/depth_fusion313,1,1,0,0,64,1,2,0,1,1,2,1,0,1,1,61,31,55,31,3.41356e-05,55.8287,14748,701921,196,39,135.91,P,N,Y
../benchmarks/depth_fusion314,1,1,0,0,64,1,2,0,1,1,2,1,1,0,1,58,29,97,31,3.0485e-05,56.0473,15187,2679652,397,39,130.19,P,N,Y
../benchmarks/depth_fusion315,1,1,0,0,64,1,2,0,1,1,2,1,1,1,1,59,30,98,31,2.83075e-05,53.7295,15388,2677125,397,39,132.39,P,N,Y
../benchmarks/depth_fusion316,1,1,0,0,64,1,2,0,1,1,2,2,0,0,1,61,31,57,31,4.13902e-05,45.9298,14694,687012,197,39,132.2,P,N,Y
../benchmarks/depth_fusion317,1,1,0,0,64,1,2,0,1,1,2,2,0,1,1,60,31,57,31,3.41222e-05,45.8026,14646,699071,199,39,133.19,P,N,Y
../benchmarks/depth_fusion318,1,1,0,0,64,1,2,0,1,1,2,2,1,0,1,58,29,98,31,3.04724e-05,44.603,15165,2674531,397,39,130.22,P,N,Y
../benchmarks/depth_fusion319,1,1,0,0,64,1,2,0,1,1,2,2,1,1,1,59,30,99,31,2.82958e-05,42.3684,15353,2674293,397,39,133.33,P,N,Y
../benchmarks/depth_fusion320,1,1,0,0,64,1,2,0,1,2,1,1,0,0,1,84,43,75,63,2.07577e-05,63.329,22082,951030,291,78,136.83,P,N,Y
../benchmarks/depth_fusion321,1,1,0,0,64,1,2,0,1,2,1,1,0,1,1,82,41,68,63,1.76604e-05,63.6415,21955,912029,281,78,136.87,P,N,Y
../benchmarks/depth_fusion324,1,1,0,0,64,1,2,0,1,2,1,2,0,0,1,84,43,75,63,2.03802e-05,55.865,22102,951894,293,78,133.01,P,N,Y
../benchmarks/depth_fusion325,1,1,0,0,64,1,2,0,1,2,1,2,0,1,1,82,42,68,63,1.73334e-05,56.3074,21956,912893,283,78,133.06,P,N,Y
../benchmarks/depth_fusion328,1,1,0,0,64,1,2,0,1,2,2,1,0,0,1,85,43,75,63,1.90189e-05,57.7503,22177,954614,291,78,133.06,P,N,Y
../benchmarks/depth_fusion329,1,1,0,0,64,1,2,0,1,2,2,1,0,1,1,84,42,70,63,1.70063e-05,58.4174,22118,915613,283,78,132.41,P,N,Y
../benchmarks/depth_fusion332,1,1,0,0,64,1,2,0,1,2,2,2,0,0,1,85,43,75,63,1.86693e-05,48.4989,22244,955606,293,78,133.06,P,N,Y
../benchmarks/depth_fusion333,1,1,0,0,64,1,2,0,1,2,2,2,0,1,1,84,42,70,63,1.66793e-05,48.8459,22138,916605,285,78,133.19,P,N,Y
../benchmarks/depth_fusion336,1,1,0,0,64,1,2,0,2,1,1,1,0,0,1,75,38,72,55,4.11631e-05,60.5215,19578,917370,276,70,132.87,P,N,Y
../benchmarks/depth_fusion337,1,1,0,0,64,1,2,0,2,1,1,1,0,1,1,73,37,68,55,3.67616e-05,59.9711,19391,877769,266,70,135.26,P,N,Y
../benchmarks/depth_fusion340,1,1,0,0,64,1,2,0,2,1,1,2,0,0,1,73,37,69,55,4.13902e-05,49.4209,19328,820464,256,70,132.97,P,N,Y
../benchmarks/depth_fusion341,1,1,0,0,64,1,2,0,2,1,1,2,0,1,1,72,36,65,55,3.69657e-05,48.3743,19159,789236,251,70,137.11,P,N,Y
../benchmarks/depth_fusion344,1,1,0,0,64,1,2,0,2,1,2,1,0,0,1,74,37,67,55,4.13902e-05,51.4148,19438,820434,255,70,132.52,P,N,Y
../benchmarks/depth_fusion345,1,1,0,0,64,1,2,0,2,1,2,1,0,1,1,72,36,64,55,3.98092e-05,51.3811,19279,789270,249,70,133.24,P,N,Y
../benchmarks/depth_fusion348,1,1,0,0,64,1,2,0,2,1,2,2,0,0,1,73,37,69,55,4.43466e-05,38.9912,19410,820336,256,70,136.78,P,N,Y
../benchmarks/depth_fusion349,1,1,0,0,64,1,2,0,2,1,2,2,0,1,1,72,36,65,55,3.98092e-05,39.1189,19175,789108,250,70,137.11,P,N,Y
../benchmarks/depth_fusion368,1,1,0,0,64,1,2,1,1,1,1,1,0,0,1,60,32,56,31,0.000176413,3978.7,20513,1125281,223,39,116.97,P,N,Y
../benchmarks/depth_fusion369,1,1,0,0,64,1,2,1,1,1,1,1,0,1,1,52,26,41,31,0.000152892,61.1648,12580,676778,162,39,134.28,P,N,Y
../benchmarks/depth_fusion371,1,1,0,0,64,1,2,1,1,1,1,1,1,1,1,52,26,90,31,0.00011253,60.304,12779,2685479,397,39,131.94,P,N,Y
../benchmarks/depth_fusion372,1,1,0,0,64,1,2,1,1,1,1,2,0,0,1,60,32,50,31,0.000177456,3753.28,20335,869289,189,39,123.73,P,N,Y
../benchmarks/depth_fusion373,1,1,0,0,64,1,2,1,1,1,1,2,0,1,1,52,26,39,31,0.000153795,50.6411,12452,619828,154,39,132.6,P,N,Y
../benchmarks/depth_fusion374,1,1,0,0,64,1,2,1,1,1,1,2,1,0,1,51,25,99,31,0.00013065,1162.05,13254,2815571,397,39,130.31,P,N,Y
../benchmarks/depth_fusion375,1,1,0,0,64,1,2,1,1,1,1,2,1,1,1,51,25,90,31,0.00011323,50.3557,12687,2631885,397,39,128.89,P,N,Y
../benchmarks/depth_fusion376,1,1,0,0,64,1,2,1,1,1,2,1,0,0,1,61,32,50,31,0.000165626,3749.52,20578,871161,189,39,123.88,P,N,Y
../benchmarks/depth_fusion377,1,1,0,0,64,1,2,1,1,1,2,1,0,1,1,52,26,39,31,0.000136543,56.4913,12637,637947,153,39,130.94,P,N,Y
../benchmarks/depth_fusion378,1,1,0,0,64,1,2,1,1,1,2,1,1,0,1,52,26,98,31,0.00012194,1248.5,13475,2817849,397,39,121.47,P,N,Y
../benchmarks/depth_fusion379,1,1,0,0,64,1,2,1,1,1,2,1,1,1,1,52,26,90,31,0.00010383,56.0798,12813,2649683,397,39,127.08,P,N,Y
../benchmarks/depth_fusion380,1,1,0,0,64,1,2,1,1,1,2,2,0,0,1,60,32,51,31,0.000165561,3861.56,20523,868393,192,39,119.86,P,N,Y
../benchmarks/depth_fusion381,1,1,0,0,64,1,2,1,1,1,2,2,0,1,1,52,26,41,31,0.000136489,44.8792,12526,635310,156,39,131.71,P,N,Y
../benchmarks/depth_fusion382,1,1,0,0,64,1,2,1,1,1,2,2,1,0,1,52,25,99,31,0.00012189,1184.22,13402,2814843,397,39,126.82,P,N,Y
../benchmarks/depth_fusion383,1,1,0,0,64,1,2,1,1,1,2,2,1,1,1,51,25,92,31,0.000103787,43.0803,12754,2646945,397,39,131.52,P,N,Y
../benchmarks/depth_fusion384,1,1,0,0,64,1,2,1,1,2,1,1,0,0,1,89,49,67,63,4.84345e-05,999,34977,1030898,-1,78,-1,F,Y,N
../benchmarks/depth_fusion385,1,1,0,0,64,1,2,1,1,2,1,1,0,1,1,73,36,55,63,4.12134e-05,68.8246,20099,875187,234,78,123.48,P,N,Y
../benchmarks/depth_fusion388,1,1,0,0,64,1,2,1,1,2,1,2,0,0,1,89,49,67,63,3.56654e-05,999,34955,1031762,-1,78,-1,F,Y,N
../benchmarks/depth_fusion389,1,1,0,0,64,1,2,1,1,2,1,2,0,1,1,73,36,55,63,3.03376e-05,56.556,20133,876051,236,78,129.14,P,N,Y
../benchmarks/depth_fusion392,1,1,0,0,64,1,2,1,1,2,2,1,0,0,1,90,49,67,63,3.32877e-05,999,34962,1034482,-1,78,-1,F,Y,N
../benchmarks/depth_fusion393,1,1,0,0,64,1,2,1,1,2,2,1,0,1,1,75,37,56,63,2.97652e-05,59.9356,20298,878771,236,78,125.09,P,N,Y
../benchmarks/depth_fusion396,1,1,0,0,64,1,2,1,1,2,2,2,0,0,1,90,49,67,63,2.6137e-05,999,35080,1035474,-1,78,-1,F,Y,N
../benchmarks/depth_fusion397,1,1,0,0,64,1,2,1,1,2,2,2,0,1,1,75,37,56,63,2.33543e-05,48.8154,20289,879763,238,78,129.46,P,N,Y
../benchmarks/depth_fusion400,1,1,0,0,64,1,2,1,2,1,1,1,0,0,1,86,47,77,63,0.000164653,999,36489,1576605,-1,78,-1,F,Y,N
../benchmarks/depth_fusion401,1,1,0,0,64,1,2,1,2,1,1,1,0,1,1,66,32,48,63,0.000147047,72.4392,18476,785213,212,78,106.37,P,N,Y
../benchmarks/depth_fusion403,1,1,0,0,64,1,2,1,2,1,1,1,1,1,1,64,31,97,63,9.27404e-05,68.7335,18897,2704254,397,78,107.51,P,N,Y
../benchmarks/depth_fusion404,1,1,0,0,64,1,2,1,2,1,1,2,0,0,1,86,47,71,63,0.000165561,999,36370,1291432,-1,78,-1,F,Y,N
../benchmarks/depth_fusion405,1,1,0,0,64,1,2,1,2,1,1,2,0,1,1,65,32,48,63,0.000147863,59.2616,18418,733916,208,78,105.56,P,N,Y
../benchmarks/depth_fusion407,1,1,0,0,64,1,2,1,2,1,1,2,1,1,1,63,31,97,63,9.32468e-05,999,-1,-1,-1,-1,-1,F,Y,N
../benchmarks/depth_fusion408,1,1,0,0,64,1,2,1,2,1,2,1,0,0,1,86,47,70,63,0.000165561,999,36290,1291896,-1,78,-1,F,Y,N
../benchmarks/depth_fusion409,1,1,0,0,64,1,2,1,2,1,2,1,0,1,1,65,32,47,63,0.000159237,57.8605,18559,733738,207,78,112.58,P,N,Y
../benchmarks/depth_fusion411,1,1,0,0,64,1,2,1,2,1,2,1,1,1,1,64,31,96,63,0.00010042,61.6523,18954,2650394,397,78,99.6,P,N,Y
../benchmarks/depth_fusion412,1,1,0,0,64,1,2,1,2,1,2,2,0,0,1,86,47,71,63,0.000177387,999,36299,1291304,-1,78,-1,F,Y,N
../benchmarks/depth_fusion413,1,1,0,0,64,1,2,1,2,1,2,2,0,1,1,65,32,48,63,0.000159237,45.4493,18481,733788,208,78,109.11,P,N,Y
../benchmarks/depth_fusion415,1,1,0,0,64,1,2,1,2,1,2,2,1,1,1,63,31,97,63,0.00010042,42.8247,18903,2649600,397,78,109.18,P,N,Y
../benchmarks/depth_fusion432,1,1,0,1,64,0,0,0,1,1,1,1,0,0,1,51,25,39,33,0.195312,81.3203,13211,853664,171,41,136.93,P,N,Y
../benchmarks/depth_fusion433,1,1,0,1,64,0,0,0,1,1,1,1,0,1,1,52,25,40,33,0.195312,73.616,13334,950336,184,41,136.87,P,N,Y
../benchmarks/depth_fusion434,1,1,0,1,64,0,0,0,2,1,1,1,0,0,1,69,34,59,59,0.195312,80.1271,19690,1420102,296,74,132.83,P,N,Y
../benchmarks/depth_fusion435,1,1,0,1,64,0,0,0,2,1,1,1,0,1,1,71,35,59,59,0.195312,71.5966,20145,1508955,309,74,132.36,P,N,Y
../benchmarks/depth_fusion436,1,1,0,1,64,0,0,1,1,1,1,1,0,0,1,55,26,46,33,0.195312,80.4705,13572,881180,191,41,132.88,P,N,Y
../benchmarks/depth_fusion437,1,1,0,1,64,0,0,1,1,1,1,1,0,1,1,52,25,40,33,0.195312,73.6359,12993,921340,184,41,130.9,P,N,Y
../benchmarks/depth_fusion438,1,1,0,1,64,0,0,1,2,1,1,1,0,0,1,76,36,65,66,0.181628,56.665,22292,1435935,350,82,118.25,P,N,Y
../benchmarks/depth_fusion439,1,1,0,1,64,0,0,1,2,1,1,1,0,1,1,67,33,49,66,0.169829,51.89,19194,1017751,240,82,135.22,P,N,Y
../benchmarks/depth_fusion504,1,1,0,1,64,1,0,0,1,1,1,1,0,0,1,50,24,39,31,0.195312,81.6115,12799,853493,170,39,137.26,P,N,Y
../benchmarks/depth_fusion505,1,1,0,1,64,1,0,0,1,1,1,1,0,1,1,51,25,40,31,0.195312,73.6126,12869,950189,182,39,132.89,P,N,Y
../benchmarks/depth_fusion508,1,1,0,1,64,1,0,0,2,1,1,1,0,0,1,68,33,57,55,0.195312,80.0658,19081,1324306,279,70,136.7,P,N,Y
../benchmarks/depth_fusion509,1,1,0,1,64,1,0,0,2,1,1,1,0,1,1,70,34,58,55,0.195312,71.4771,19378,1493298,300,70,129.63,P,N,Y
../benchmarks/depth_fusion512,1,1,0,1,64,1,0,1,1,1,1,1,0,0,1,55,26,46,31,0.195312,80.4647,13124,880469,191,39,132.01,P,N,Y
../benchmarks/depth_fusion513,1,1,0,1,64,1,0,1,1,1,1,1,0,1,1,51,25,40,31,0.195312,73.7101,12569,920941,184,39,128.51,P,N,Y
../benchmarks/depth_fusion516,1,1,0,1,64,1,0,1,2,1,1,1,0,0,1,75,36,66,63,0.181628,56.6113,21967,1457143,356,78,128.88,P,N,Y
../benchmarks/depth_fusion517,1,1,0,1,64,1,0,1,2,1,1,1,0,1,1,66,32,48,63,0.169829,52.0576,18743,1014807,239,78,128.69,P,N,Y
../benchmarks/depth_fusion648,1,1,0,1,128,0,0,0,1,1,1,1,0,0,1,51,25,39,33,0.195312,81.452,13189,853660,171,41,137.26,P,N,Y
../benchmarks/depth_fusion649,1,1,0,1,128,0,0,0,1,1,1,1,0,1,1,52,25,40,33,0.195312,73.5096,13341,950332,184,41,133.04,P,N,Y
../benchmarks/depth_fusion650,1,1,0,1,128,0,0,0,2,1,1,1,0,0,1,69,34,59,59,0.195312,80.1133,19693,1420098,296,74,132.97,P,N,Y
../benchmarks/depth_fusion651,1,1,0,1,128,0,0,0,2,1,1,1,0,1,1,71,35,59,59,0.195312,71.6122,20138,1508951,309,74,130.15,P,N,Y
../benchmarks/depth_fusion652,1,1,0,1,128,0,0,1,1,1,1,1,0,0,1,55,26,46,33,0.195312,80.5766,13598,881176,191,41,128.69,P,N,Y
../benchmarks/depth_fusion653,1,1,0,1,128,0,0,1,1,1,1,1,0,1,1,52,25,40,33,0.195312,73.6929,13000,921336,184,41,130.73,P,N,Y
../benchmarks/depth_fusion654,1,1,0,1,128,0,0,1,2,1,1,1,0,0,1,76,36,65,66,0.181628,56.6504,22277,1435931,350,82,130.88,P,N,Y
../benchmarks/depth_fusion655,1,1,0,1,128,0,0,1,2,1,1,1,0,1,1,67,33,49,66,0.169829,52.1434,19214,1017747,240,82,124.4,P,N,Y
../benchmarks/depth_fusion720,1,1,0,1,128,1,0,0,1,1,1,1,0,0,1,50,24,39,31,0.195312,81.5921,12796,853489,170,39,131.07,P,N,Y
../benchmarks/depth_fusion721,1,1,0,1,128,1,0,0,1,1,1,1,0,1,1,51,25,40,31,0.195312,73.6597,12872,950185,182,39,132.96,P,N,Y
../benchmarks/depth_fusion724,1,1,0,1,128,1,0,0,2,1,1,1,0,0,1,68,33,57,55,0.195312,80.1384,19088,1324302,279,70,132.71,P,N,Y
../benchmarks/depth_fusion725,1,1,0,1,128,1,0,0,2,1,1,1,0,1,1,70,34,58,55,0.195312,71.5861,19352,1493294,300,70,131.31,P,N,Y
../benchmarks/depth_fusion728,1,1,0,1,128,1,0,1,1,1,1,1,0,0,1,55,26,46,31,0.195312,80.581,13123,880465,191,39,130.41,P,N,Y
../benchmarks/depth_fusion729,1,1,0,1,128,1,0,1,1,1,1,1,0,1,1,51,25,40,31,0.195312,73.6775,12561,920937,184,39,131.96,P,N,Y
../benchmarks/depth_fusion732,1,1,0,1,128,1,0,1,2,1,1,1,0,0,1,75,36,66,63,0.181628,56.6562,21934,1457139,356,78,127.11,P,N,Y
../benchmarks/depth_fusion733,1,1,0,1,128,1,0,1,2,1,1,1,0,1,1,66,32,48,63,0.169829,52.068,18687,1014803,239,78,127.86,P,N,Y
../benchmarks/depth_fusion864,1,1,0,2,64,0,0,0,1,1,1,1,0,0,1,50,24,37,33,0.195312,81.2252,12988,852356,165,41,136.96,P,N,Y
../benchmarks/depth_fusion865,1,1,0,2,64,0,0,0,1,1,1,1,0,1,1,51,25,39,33,0.195312,73.6339,13129,949064,180,41,133.2,P,N,Y
../benchmarks/depth_fusion866,1,1,0,2,64,0,0,0,2,1,1,1,0,0,1,68,33,55,59,0.195312,80.1611,19272,1405598,285,74,130.27,P,N,Y
../benchmarks/depth_fusion867,1,1,0,2,64,0,0,0,2,1,1,1,0,1,1,71,34,58,59,0.195312,71.4829,19859,1505919,303,74,132.29,P,N,Y
../benchmarks/depth_fusion868,1,1,0,2,64,0,0,1,1,1,1,1,0,0,1,54,26,44,33,0.390625,80.2997,13363,892028,189,41,135.33,P,N,Y
../benchmarks/depth_fusion869,1,1,0,2,64,0,0,1,1,1,1,1,0,1,1,51,25,39,33,0.390625,73.6345,12788,920068,180,41,123.31,P,N,Y
../benchmarks/depth_fusion870,1,1,0,2,64,0,0,1,2,1,1,1,0,0,1,75,36,63,66,0.725242,56.2573,21932,1434336,340,82,125.32,P,N,Y
../benchmarks/depth_fusion871,1,1,0,2,64,0,0,1,2,1,1,1,0,1,1,66,32,47,66,0.678204,52.018,19011,1015325,237,82,130.2,P,N,Y
../benchmarks/depth_fusion936,1,1,0,2,64,1,0,0,1,1,1,1,0,0,1,49,24,37,31,0.195312,81.348,12486,852221,165,39,133.22,P,N,Y
../benchmarks/depth_fusion937,1,1,0,2,64,1,0,0,1,1,1,1,0,1,1,50,24,39,31,0.195312,73.6404,12658,948917,179,39,133.17,P,N,Y
../benchmarks/depth_fusion940,1,1,0,2,64,1,0,0,2,1,1,1,0,0,1,67,33,53,55,0.195312,80.1862,18694,1321690,270,70,129.53,P,N,Y
../benchmarks/depth_fusion941,1,1,0,2,64,1,0,0,2,1,1,1,0,1,1,70,34,58,55,0.195312,71.5426,19404,1504808,302,70,135.33,P,N,Y
../benchmarks/depth_fusion944,1,1,0,2,64,1,0,1,1,1,1,1,0,0,1,54,26,44,31,0.390625,80.2465,12935,891269,189,39,132.97,P,N,Y
../benchmarks/depth_fusion945,1,1,0,2,64,1,0,1,1,1,1,1,0,1,1,51,24,39,31,0.390625,73.5569,12445,919669,180,39,131.49,P,N,Y
../benchmarks/depth_fusion948,1,1,0,2,64,1,0,1,2,1,1,1,0,0,1,74,35,63,63,0.725242,999,-1,-1,-1,-1,-1,F,Y,N
../benchmarks/depth_fusion949,1,1,0,2,64,1,0,1,2,1,1,1,0,1,1,65,32,47,63,0.678204,52.0322,18456,1014047,236,78,131.01,P,N,Y
../benchmarks/depth_fusion1080,1,1,1,0,64,0,0,1,1,1,1,1,0,0,1,53,25,45,33,0.136483,16.1876,12232,764588,163,41,135.55,P,N,Y
../benchmarks/depth_fusion1081,1,1,1,0,64,0,0,1,1,1,1,1,0,1,1,54,25,46,33,0.139997,21.0656,12568,849880,174,41,137.23,P,N,Y
../benchmarks/depth_fusion1082,1,1,1,0,64,0,0,1,1,2,1,1,0,0,1,79,38,71,66,0.082687,12.5064,20055,1274014,282,82,133.1,P,N,Y
../benchmarks/depth_fusion1083,1,1,1,0,64,0,0,1,1,2,1,1,0,1,1,80,38,73,66,0.0852807,13.7097,20581,1210252,278,82,136.79,P,N,Y
../benchmarks/depth_fusion1084,1,1,1,0,64,0,1,1,1,1,1,1,0,0,1,54,26,47,33,0.136483,16.4772,12449,810010,175,41,133.47,P,N,Y
../benchmarks/depth_fusion1085,1,1,1,0,64,0,1,1,1,1,1,1,0,1,1,54,26,46,33,0.136483,20.3151,12379,774714,166,41,140.8,P,N,Y
../benchmarks/depth_fusion1086,1,1,1,0,64,0,1,1,1,2,1,1,0,0,1,84,40,85,66,0.082687,12.7785,21813,1389231,331,82,136.81,P,N,Y
../benchmarks/depth_fusion1087,1,1,1,0,64,0,1,1,1,2,1,1,0,1,1,82,39,78,66,0.082687,11.9593,21140,1176872,294,82,132.87,P,N,Y
../benchmarks/depth_fusion1088,1,1,1,0,64,0,2,1,1,1,1,1,0,0,1,54,26,47,33,0.136483,16.4253,12425,809958,174,41,133.52,P,N,Y
../benchmarks/depth_fusion1089,1,1,1,0,64,0,2,1,1,1,1,1,0,1,1,54,26,46,33,0.136483,20.6597,12369,774714,166,41,146.17,P,N,Y
../benchmarks/depth_fusion1090,1,1,1,0,64,0,2,1,1,2,1,1,0,0,1,84,40,85,66,0.082687,12.8374,21797,1389231,331,82,136.09,P,N,Y
../benchmarks/depth_fusion1091,1,1,1,0,64,0,2,1,1,2,1,1,0,1,1,82,39,78,66,0.082687,11.9229,21191,1176872,294,82,135.35,P,N,Y
../benchmarks/depth_fusion1092,1,1,1,0,64,1,0,1,1,1,1,1,0,0,1,52,25,45,31,0.136483,15.5005,11810,752525,160,39,142.89,P,N,Y
../benchmarks/depth_fusion1093,1,1,1,0,64,1,0,1,1,1,1,1,0,1,1,53,25,46,31,0.139997,21.0839,12144,849733,173,39,140.44,P,N,Y
../benchmarks/depth_fusion1096,1,1,1,0,64,1,0,1,1,2,1,1,0,0,1,78,37,72,63,0.082687,12.626,19539,1170578,271,78,133.2,P,N,Y
../benchmarks/depth_fusion1097,1,1,1,0,64,1,0,1,1,2,1,1,0,1,1,79,38,73,63,0.0852807,13.8598,20039,1192010,275,78,133.22,P,N,Y
../benchmarks/depth_fusion1100,1,1,1,0,64,1,1,1,1,1,1,1,0,0,1,54,26,47,31,0.136483,15.7995,12022,809799,174,39,139.66,P,N,Y
../benchmarks/depth_fusion1101,1,1,1,0,64,1,1,1,1,1,1,1,0,1,1,53,25,46,31,0.136483,20.9779,11917,774183,165,39,139.64,P,N,Y
../benchmarks/depth_fusion1104,1,1,1,0,64,1,1,1,1,2,1,1,0,0,1,83,39,85,63,0.082687,12.9688,21244,1313394,320,78,132.87,P,N,Y
../benchmarks/depth_fusion1105,1,1,1,0,64,1,1,1,1,2,1,1,0,1,1,81,39,78,63,0.082687,11.977,20677,1175300,293,78,132.69,P,N,Y
../benchmarks/depth_fusion1108,1,1,1,0,64,1,2,1,1,1,1,1,0,0,1,54,26,47,31,0.136483,14.9923,12016,809815,174,39,149.67,P,N,Y
