ID_x,knob_interpolate,knob_refine,knob_index_cache,knob_hash_clcache,knob_voxel_clcache,knob_hardcode_size,knob_use_wi,knob_minmax,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_EstimatedRaycast,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12,ID,ate
../benchmarks/raycasting51,0,0,1,0,0,0,1,0,82,38,49,44,0.195312,26522,1062178,239,43,133.45,Y,51,raycasting51_timing.csv,519.810919192,0,222.419333333,47.8861919192,0,174.418434343,46.535060606,0,706.330383838,85.6221818182,620.637626263,1479.61828283,,51,0.055844
../benchmarks/raycasting52,0,0,1,0,0,0,1,1,82,39,53,51,0.195312,25741,1120298,248,51,134.28,Y,52,raycasting52_timing.csv,518.044050505,0,222.760464646,49.2166969697,0,173.426525253,45.543151516,0,713.303020202,88.4743838384,624.750818182,1484.42646465,,52,0.055085
../benchmarks/raycasting53,0,0,1,0,0,0,1,2,87,42,57,66,0.195312,28039,1219564,289,68,128.69,Y,53,raycasting53_timing.csv,517.564383838,0,199.983232323,49.5222828283,0,150.34340404,22.460030303,0,716.190616162,88.4797878788,627.633787879,1463.52919192,,53,0.054764
../benchmarks/raycasting54,0,0,1,0,0,1,0,0,80,39,54,37,4.76837E-005,24557,1187633,292,38,125.96,Y,54,raycasting54_timing.csv,517.889141414,0,1189.37335354,49.1839292929,0,1140.06911111,1012.185737373,0,712.687030303,87.8000505051,624.812414141,2450.31343434,,54,0.05583
../benchmarks/raycasting55,0,0,1,0,0,1,0,1,79,40,57,42,4.76837E-005,23614,1256180,304,44,126.19,Y,55,raycasting55_timing.csv,525.254333333,0,1016.82810101,49.3396363636,0,967.361767677,839.47839394,0,714.922454545,88.8046161616,626.041505051,2287.79686869,,55,0.054945
../benchmarks/raycasting56,0,0,1,0,0,1,0,2,84,42,59,57,4.76837E-005,26259,1325520,324,61,122.48,Y,56,raycasting56_timing.csv,520.352222222,0,383.034424242,48.1199393939,0,334.796,206.912626263,0,711.333747475,87.4940707071,623.761727273,1645.81272727,,56,0.055892
../benchmarks/raycasting57,0,0,1,0,0,1,1,0,81,38,49,42,0.195312,26425,1062178,239,41,130.42,Y,57,raycasting57_timing.csv,522.01640404,0,223.453616162,47.9942424242,0,175.341020202,47.457646465,0,712.255424242,86.4536666667,625.723565657,1488.85727273,,57,0.054894
../benchmarks/raycasting58,0,0,1,0,0,1,1,1,80,38,52,47,0.195312,25275,1120298,248,47,130.02,Y,58,raycasting58_timing.csv,520.865717172,0,222.75069697,47.936040404,0,174.695535354,46.812161617,0,710.838969697,86.2115959596,624.54820202,1485.54636364,,58,0.055085
../benchmarks/raycasting59,0,0,1,0,0,1,1,2,85,41,56,63,0.195312,27648,1219564,289,64,132.25,Y,59,raycasting59_timing.csv,519.108414141,0,201.755323232,47.905979798,0,153.733323232,25.849949495,0,710.417474747,85.7720707071,624.569050505,1462.34060606,,59,0.055767
../benchmarks/raycasting60,0,0,1,0,1,0,0,0,76,38,52,38,4.76837E-005,24427,1146513,290,40,122.88,Y,60,raycasting60_timing.csv,521.597383838,0,1153.45916162,49.3095555556,0,1104.02360606,976.140232323,0,722.328424242,91.2587575758,630.987959596,2428.7869697,,60,0.054859
../benchmarks/raycasting61,0,0,1,0,1,0,0,1,78,39,55,46,4.76837E-005,23571,1215491,302,48,133.03,Y,61,raycasting61_timing.csv,519.737717172,0,930.962676768,49.127969697,0,881.705787879,753.822414142,0,716.647494949,89.2382424242,627.32759596,2198.10989899,,61,0.055793
../benchmarks/raycasting62,0,0,1,0,1,0,0,2,83,41,57,61,4.76837E-005,26219,1284982,320,65,128.79,Y,62,raycasting62_timing.csv,520.698050505,0,350.737393939,49.5617272727,0,301.053464646,173.170090909,0,723.126222222,92.0948888889,630.94720202,1625.53050505,,62,0.054382
../benchmarks/raycasting63,0,0,1,0,1,0,1,0,76,36,43,44,0.195312,26346,1019959,233,43,131.47,Y,63,raycasting63_timing.csv,519.926454545,0,222.185191919,49.7287676768,0,172.335474747,44.45210101,0,720.330818182,91.8178585859,628.428888889,1493.41212121,,63,0.054426
../benchmarks/raycasting64,0,0,1,0,1,0,1,1,79,38,47,51,0.195312,25466,1078591,242,51,137.76,Y,64,raycasting64_timing.csv,520.873444444,0,217.053626263,47.9227373737,0,169.014010101,41.130636364,0,710.153585859,86.0365353535,624.041212121,1479.15292929,,64,0.055085
../benchmarks/raycasting65,0,0,1,0,1,0,1,2,84,41,50,66,0.195312,27765,1177857,283,68,134.38,Y,65,raycasting65_timing.csv,518.763373737,0,199.857858586,49.562010101,0,150.177878788,22.294505051,0,722.795777778,93.216969697,629.493434343,1472.97494949,,65,0.055487
../benchmarks/raycasting66,0,0,1,0,1,1,0,0,75,37,51,37,4.76837E-005,24324,1145713,288,38,132.27,Y,66,raycasting66_timing.csv,521.929868687,0,1056.50040404,49.7748282828,0,1006.59813131,878.714757573,0,721.405717172,91.5282929293,629.793818182,2330.60616162,,66,0.054661
../benchmarks/raycasting67,0,0,1,0,1,1,0,1,77,38,54,42,4.76837E-005,23372,1214772,300,44,133.08,Y,67,raycasting67_timing.csv,521.883131313,0,980.960505051,49.2513434343,0,931.581121212,803.697747475,0,715.037888889,87.566,627.392454545,2249.17616162,,67,0.055939
../benchmarks/raycasting68,0,0,1,0,1,1,0,2,83,41,55,57,4.76837E-005,25962,1284112,320,61,123.83,Y,68,raycasting68_timing.csv,517.397747475,0,338.701919192,47.9532929293,0,290.63230303,162.748929293,0,707.461010101,86.0753737374,621.313515152,1594.92636364,,68,0.05565
../benchmarks/raycasting69,0,0,1,0,1,1,1,0,76,36,43,42,0.195312,26107,1019959,233,41,124.95,Y,69,raycasting69_timing.csv,520.269969697,0,221.307616162,47.9434444444,0,173.249111111,45.365737374,0,706.191414141,85.7781515152,620.341878788,1479.16727273,,69,0.055844
../benchmarks/raycasting70,0,0,1,0,1,1,1,1,78,37,46,47,0.195312,25138,1078591,242,47,131.71,Y,70,raycasting70_timing.csv,520.071979798,0,218.685919192,47.981010101,0,170.589919192,42.706545455,0,706.174767677,85.9116868687,620.190585859,1476.02050505,,70,0.055085
../benchmarks/raycasting71,0,0,1,0,1,1,1,2,83,40,50,63,0.195312,27416,1177857,283,64,132.76,Y,71,raycasting71_timing.csv,517.948646465,0,198.402222222,47.862010101,0,150.426171717,22.54279798,0,707.156494949,85.731040404,621.354525253,1454.57717172,,71,0.055767
../benchmarks/raycasting75,0,0,1,1,0,0,1,0,90,42,65,44,0.195312,27325,1406429,282,43,127.89,Y,75,raycasting75_timing.csv,522.587707071,0,211.546747475,49.7212525253,0,161.692656566,33.809282829,0,717.587656566,89.2806565657,628.226686869,1482.4540404,,75,0.054894
../benchmarks/raycasting76,0,0,1,1,0,0,1,1,90,43,68,51,0.195312,26385,1464570,290,51,131.09,Y,76,raycasting76_timing.csv,520.72689899,0,205.621656566,47.8992828283,0,157.604545455,29.721171718,0,709.876777778,86.5693131313,623.230777778,1467.2730303,,76,0.055085
../benchmarks/raycasting81,0,0,1,1,0,1,1,0,89,41,64,42,0.195312,26940,1406519,282,41,134.94,Y,81,raycasting81_timing.csv,521.919464646,0,207.431525253,47.9802020202,0,159.33469697,31.451323233,0,711.104868687,85.639040404,625.387515152,1471.53676768,,81,0.054894
../benchmarks/raycasting82,0,0,1,1,0,1,1,1,88,42,68,47,0.195312,25910,1464639,291,47,128.09,Y,82,raycasting82_timing.csv,520.987060606,0,205.495464646,47.9224848485,0,157.456282828,29.572909091,0,709.165939394,85.9552626263,623.133494949,1466.74070707,,82,0.055085
../benchmarks/raycasting87,0,0,1,1,1,0,1,0,87,40,58,44,0.195312,26990,1364535,276,43,131.52,Y,87,raycasting87_timing.csv,520.29040404,0,207.036656566,49.3726666667,0,157.542858586,29.659484849,0,721.096,90.2968585859,630.716282828,1479.12181818,,87,0.055988
../benchmarks/raycasting88,0,0,1,1,1,0,1,1,87,41,62,51,0.195312,26238,1422655,285,51,130.46,Y,88,raycasting88_timing.csv,520.564252525,0,204.641787879,48.0838888889,0,156.441020202,28.557646465,0,709.57989899,85.8833737374,623.620666667,1465.87171717,,88,0.055085
../benchmarks/raycasting93,0,0,1,1,1,1,1,0,87,40,58,42,0.195312,26814,1364535,276,41,129.36,Y,93,raycasting93_timing.csv,517.856515152,0,207.338737374,49.5002424242,0,157.720363636,29.836989899,0,713.910535354,87.3208585859,626.512808081,1469.46707071,,93,0.05589
../benchmarks/raycasting94,0,0,1,1,1,1,1,1,85,40,61,47,0.195312,25709,1422655,285,47,128.91,Y,94,raycasting94_timing.csv,518.613484848,0,205.65830303,49.5176161616,0,156.02089899,28.137525253,0,723.42120202,92.8103939394,630.527484848,1477.89040404,,94,0.055884
../benchmarks/raycasting95,0,0,1,1,1,1,1,2,90,43,65,63,0.195312,27978,1521921,326,64,135.51,Y,95,raycasting95_timing.csv,518.567868687,0,196.161282828,49.9743333333,0,146.068191919,18.184818182,0,722.366575758,91.4182222222,630.865787879,1468.51626263,,95,0.055562
../benchmarks/raycasting106,0,1,0,0,0,1,1,1,87,43,52,56,0.150927,30425,1309623,299,54,133.12,Y,106,raycasting106_timing.csv,520.616060606,0,235.385919192,50.1422828283,0,185.021353535,57.137979798,0,720.058222222,90.6664343434,629.309161616,1506.9320202,,106,0.059088
../benchmarks/raycasting118,0,1,0,0,1,1,1,1,89,43,53,56,0.159807,30490,1349303,305,54,119.4,Y,118,raycasting118_timing.csv,522.409242424,0,233.458282828,48.009979798,0,185.33179798,57.448424243,0,710.200343434,85.6027676768,624.520979798,1497.18717172,,118,0.059223
