ID_x,knob_sdf_local,knob_hardcode_size,knob_depth_local,knob_entryid_loop,knob_xyz_loop,knob_voxel_cache,knob_entryid_unroll,knob_xyz_flat,knob_xyz_unroll,knob_voxel_unroll,knob_voxel_out_unroll,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12,ID,ate
../benchmarks/combined74,0,0,0,0,1,1,1,0,1,1,1,73,36,66,50,0.0908673,19721,1042989,238,60,137.04,Y,74,combined74_timing.csv,517.735707071,0,131.318080808,0,0,131.275555556,0,179.340222222,95.7331414141,83.5183636364,859.654949495,,74,0.053462
../benchmarks/combined76,0,0,0,0,1,2,1,0,1,1,1,73,36,66,50,0.0908673,19713,1042989,238,60,136.74,Y,76,combined76_timing.csv,513.585363636,0,131.896969697,0,0,131.85840404,0,179.691606061,96.1376060606,83.4725252525,855.556363636,,76,0.053422
../benchmarks/combined78,0,1,0,0,0,0,1,0,1,1,1,76,40,62,48,4.14848E-005,29214,950685,260,58,131.09,Y,78,combined78_timing.csv,526.800646465,0,130.066747475,0,0,130.027505051,0,5967.4189899,92.2638484848,5875.05464646,6655.19383838,,78,0.05624
../benchmarks/combined80,0,1,0,0,0,0,1,1,1,1,1,71,37,73,48,0.000165838,20042,1067912,239,58,136.91,Y,80,combined80_timing.csv,527.49120202,0,129.937707071,0,0,129.898383838,0,5292.6820202,93.9576262626,5198.62787879,5981.5230303,,80,0.056341
../benchmarks/combined86,0,1,0,0,0,1,1,0,1,1,1,82,43,88,48,4.59867E-005,22804,1263547,307,58,132.74,Y,86,combined86_timing.csv,526.19530303,0,130.859818182,0,0,130.821969697,0,6164.05373737,91.1674646465,6072.78737374,6851.87121212,,86,0.056291
../benchmarks/combined87,0,1,0,0,0,1,1,0,1,1,2,82,43,91,48,4.28206E-005,22833,1266906,310,58,135.85,Y,87,combined87_timing.csv,526.850555556,0,129.614525253,0,0,129.575545455,0,6009.96868687,90.7493636364,5919.12020202,6697.77,,87,0.056287
../benchmarks/combined88,0,1,0,0,0,1,1,0,1,2,1,82,43,89,48,4.28206E-005,22859,1268227,310,58,135.42,Y,88,combined88_timing.csv,529.956282828,0,129.803616162,0,0,129.765525253,0,6033.8379798,90.3793333333,5943.3579798,6724.69151515,,88,0.056612
../benchmarks/combined89,0,1,0,0,0,1,1,0,1,2,2,82,43,91,48,4.28206E-005,22811,1266394,310,58,128.97,Y,89,combined89_timing.csv,526.487878788,0,131.894141414,0,0,131.856191919,0,6311.84838384,88.8087070707,6222.94282828,7002.21737374,,89,0.05624
../benchmarks/combined94,0,1,0,0,0,1,1,1,1,1,1,70,35,67,48,0.000165838,20926,1394519,285,58,137.02,Y,94,combined94_timing.csv,527.650969697,0,129.986808081,0,0,129.948323232,0,5336.06151515,94.5317676768,5241.43141414,6024.71494949,,94,0.056341
../benchmarks/combined95,0,1,0,0,0,1,1,1,1,1,2,76,40,73,48,0.000147422,20694,1120145,247,58,136.98,Y,95,combined95_timing.csv,528.527616162,0,129.836292929,0,0,129.798010101,0,5320.78454545,90.1028787879,5230.58171717,6010.20727273,,95,0.056341
